"adm_nm","adm_cd","node_id","node_no"
 김포시,"31230",232000088,"3-1"
 김포시,"31230",232000089,"90-1"
 김포시,"31230",232000090,G6000
 김포시,"31230",232000092,"7000"
 김포시,"31230",232000094,G6001
 김포시,"31230",232000095,"21"
 김포시,"31230",232000096,"4"
 김포시,"31230",232000097,"4-1"
 김포시,"31230",232000099,"9000"
 김포시,"31230",232000100,"7"
 김포시,"31230",232000102,"7-2"
 김포시,"31230",232000103,"7100"
 김포시,"31230",232000105,이음1
 김포시,"31230",232000106,이음2
 김포시,"31230",232000108,"4-2"
 김포시,"31230",232000109,"33-1"
 김포시,"31230",232000111,G6003
 김포시,"31230",232000112,"82"
 김포시,"31230",232000113,"8"
 김포시,"31230",232000114,"8-1"
 김포시,"31230",232000115,"8-2"
 김포시,"31230",232000116,G6002
 김포시,"31230",232000117,G6004
 김포시,"31230",232000118,G6005
 김포시,"31230",232000119,"11"
 김포시,"31230",232000120,"11-1"
 김포시,"31230",241336001,"55"
 김포시,"31230",241336002,"54"
 김포시,"31230",241336003,"55A"
 김포시,"31230",241336004,"56"
 김포시,"31230",241336005,"56N"
 김포시,"31230",241351001,"30-1A"
 김포시,"31230",241351002,"31"
 김포시,"31230",241351004,"32"
 김포시,"31230",241351007,"35"
 김포시,"31230",241351008,"36"
 김포시,"31230",241351010,"30-1"
 김포시,"31230",241351011,"30-2"
 김포시,"31230",241351012,한강이음1
 김포시,"31230",241351013,한강이음1-1
 김포시,"31230",241351014,"21"
 김포시,"31230",241460001,"52"
 김포시,"31230",241460002,"52A"
 김포시,"31230",241460003,"52B"
 김포시,"31230",241460006,"10"
 김포시,"31230",241460007,"10A"
 김포시,"31230",241460009,"20"
 김포시,"31230",241460010,"20A"
 김포시,"31230",241460011,"20N"
 김포시,"31230",241460012,"52N"
 김포시,"31230",241461001,"17"
 김포시,"31230",241461002,"16"
 김포시,"31230",241461003,"15"
 김포시,"31230",241461004,"17A"
 김포시,"31230",241461005,"16-1"
 김포시,"31230",241461006,"50"
 김포시,"31230",241461007,"1"
 김포시,"31230",241461008,"1A"
 김포시,"31230",241461009,"51"
 김포시,"31230",241461011,"52-1"
 김포시,"31230",241461012,"19"
 김포시,"31230",241461014,"1B"
 김포시,"31230",241461015,"16A"
 김포시,"31230",241461016,"1C"
 김포시,"31230",241461017,"19N"
 김포시,"31230",241462001,"22(새벽)"
 김포시,"31230",241462003,"22(오전)"
 김포시,"31230",241462005,"22(오후)"
 김포시,"31230",241463001,"5"
 김포시,"31230",241464002,"11A"
 김포시,"31230",241464003,"11B"
 김포시,"31230",241466001,"77"
