"nodeid","nodenm","nodeno","gpslati","gpslong","nodeord","routeid"
"GGB226000109","월암종점","27016","37.3024167","126.95635","1","GGB226000022"
"GGB226000108","잿말.레솔레파크","27021","37.3046167","126.9560167","2","GGB226000022"
"GGB226000231","장안마을.부곡동주민센터","27225","37.3190667","126.9577833","3","GGB226000022"
"GGB226000099","의왕역2번출구","27002","37.3215667","126.9489167","4","GGB226000022"
"GGB226000097","금천마을","27014","37.3292667","126.9530667","5","GGB226000022"
"GGB226000090","의왕보건소.노인복지관.청소년수련관","27066","37.34345","126.9725167","6","GGB226000022"
"GGB226000194","의왕소방서.원효솔거아파트","27387","37.3443667","126.97585","7","GGB226000022"
"GGB226000039","의왕톨게이트","27113","37.3471","126.985","8","GGB226000022"
"GGB226000258","백운사거리","27248","37.3735333","127.0045667","9","GGB226000022"
"GGB226000256","롯데프리미엄아울렛타임빌라스정문","27246","37.3754167","127.0078","10","GGB226000022"
"GGB226000113","원터마을","27130","37.3942667","127.0231333","11","GGB226000022"
"GGB277104449","서판교IC(경유)",,"37.3892","127.07045","12","GGB226000022"
"GGB277103649","고등IC(경유)",,"37.42585","127.0908333","13","GGB226000022"
"GGB277103650","헌릉IC(경유)",,"37.4657","127.0905667","14","GGB226000022"
"GGB277103727","내곡IC(경유)",,"37.4588","127.0755333","15","GGB226000022"
"GGB277103725","염곡IC(경유)",,"37.4601833","127.0532333","16","GGB226000022"
"GGB277101628","교육개발원입구(경유)",,"37.4799667","127.0383833","17","GGB226000022"
"GGB121000214","양재역","90087","37.4833833","127.03555","18","GGB226000022"
"GGB277101752","양재전화국(경유)",,"37.4856667","127.0409667","19","GGB226000022"
"GGB277104253","강남베드로병원(경유)",,"37.48525","127.0377833","20","GGB226000022"
"GGB121000969","양재역엘타워빌딩","90254","37.4826","127.0356333","21","GGB226000022"
"GGB277104385","교육개발원입구교차로(경유)",,"37.47775","127.0384","22","GGB226000022"
"GGB277103726","염곡IC(경유)",,"37.4602167","127.0521333","23","GGB226000022"
"GGB277103728","내곡IC(경유)",,"37.4583167","127.0749833","24","GGB226000022"
"GGB277103651","헌릉IC(경유)",,"37.4655167","127.0906667","25","GGB226000022"
"GGB277103648","고등IC(경유)",,"37.4259167","127.0903","26","GGB226000022"
"GGB277104448","서판교IC(경유)",,"37.3892667","127.0697833","27","GGB226000022"
"GGB226000122","원터마을","27131","37.3945667","127.0223167","28","GGB226000022"
"GGB226000255","롯데프리미엄아울렛타임빌라스정문","27245","37.3758667","127.0074","29","GGB226000022"
"GGB226000259","의일마을.백운사거리","27249","37.37415","127.0036667","30","GGB226000022"
"GGB277103220","의왕터널진입(경유)",,"37.3656667","126.9992333","31","GGB226000022"
"GGB226000038","의왕톨게이트","27112","37.3485167","126.9845","32","GGB226000022"
"GGB226000005","원효충무아파트","27085","37.3457333","126.9771333","33","GGB226000022"
"GGB226000163","의왕보건소.의왕경찰서","27158","37.3439","126.9730333","34","GGB226000022"
"GGB226000082","금천마을","27013","37.32935","126.95285","35","GGB226000022"
"GGB226000080","의왕역2번출구","27004","37.3214167","126.9487333","36","GGB226000022"
"GGB226000138","장안마을.부곡동주민센터","27026","37.31965","126.95745","37","GGB226000022"
"GGB226000071","잿말.레솔레파크","27022","37.3045","126.9559167","38","GGB226000022"
"GGB226000070","월암종점","27015","37.30295","126.9558667","39","GGB226000022"
"GGB207000395","낙양동공영차고지","8388","37.7478833","127.0856833","1","GGB207000002"
"GGB207000534","산들마을2단지","8536","37.7438","127.0962333","2","GGB207000002"
"GGB207000123","산들마을4단지","8290","37.7416667","127.09675","3","GGB207000002"
"GGB207000109","민락중학교","8287","37.7402","127.0958333","4","GGB207000002"
"GGB207000149","산들마을1단지남문","8272","37.7408667","127.0925167","5","GGB207000002"
"GGB207000113","송현고등학교.장애인종합복지관","8270","37.7433333","127.0918167","6","GGB207000002"
"GGB207000631","송현고등학교","8605","37.7443667","127.0911833","7","GGB207000002"
"GGB207000148","송산주공2.5단지","8259","37.7443","127.0881667","8","GGB207000002"
"GGB207000147","의정부고용노동지청.동부보건과","8252","37.7438833","127.0849","9","GGB207000002"
"GGB207000146","송산주공1.9단지","8246","37.7482833","127.08105","10","GGB207000002"
"GGB207000488","의정부세관","8507","37.7499667","127.0797","11","GGB207000002"
"GGB207000145","효자중.고등학교","8237","37.7508833","127.0774833","12","GGB207000002"
"GGB207000552","삼성진흥래미안아파트정문","8553","37.7502667","127.0727333","13","GGB207000002"
"GGB207000553","경기도청북부청사역","8554","37.7507","127.0716167","14","GGB207000002"
"GGB207000288","홈플러스","8328","37.75125","127.0697333","15","GGB207000002"
"GGB207000093","금오현대아이파크아파트","8210","37.7507","127.0674333","16","GGB207000002"
"GGB207000092","천보중학교","8207","37.7501667","127.06525","17","GGB207000002"
"GGB207000481","드림밸리아파트.새말역","8487","37.7482833","127.0647","18","GGB207000002"
"GGB207000141","의정부우체국","8200","37.7473167","127.0637","19","GGB207000002"
"GGB207000165","극동.동성아파트","8192","37.7452","127.0600167","20","GGB207000002"
"GGB207000087","신곡중학교","8187","37.7427","127.0591667","21","GGB207000002"
"GGB207000086","은하수아파트","8179","37.7411667","127.0583","22","GGB207000002"
"GGB207000085","신동초.신동아파밀리에아파트앞","8171","37.7400167","127.0568333","23","GGB207000002"
"GGB207000084","의암교회앞","8180","37.7321167","127.05855","24","GGB207000002"
"GGB207000012","서해.한일.삼익아파트","8184","37.7306","127.0588833","25","GGB207000002"
"GGB207000007","장암주공5단지앞","8190","37.7279","127.05945","26","GGB207000002"
"GGB207000280","장암주공2단지.장암우성아파트","8320","37.72425","127.06025","27","GGB207000002"
"GGB277103759","장암IC(경유)",,"37.7197833","127.0612","28","GGB207000002"
"GGB207000282","쌍암사입구","8322","37.70655","127.0574833","29","GGB207000002"
"GGB207000284","장암역.석림사입구","8324","37.7000167","127.0533167","30","GGB207000002"
"GGB110000102","수락리버시티아파트",,"37.6894167","127.05515","31","GGB207000002"
"GGB110000104","수락중고등학교","79077","37.6828667","127.0552167","32","GGB207000002"
"GGB110000106","은빛아파트2단지","79075","37.6802333","127.0551167","33","GGB207000002"
"GGB110000097","수락산역","79004","37.67725","127.0551333","34","GGB207000002"
"GGB110000098","노일초등학교","79006","37.6734667","127.0553","35","GGB207000002"
"GGB110000167","상계주공15단지","79008","37.6683","127.0566","36","GGB207000002"
"GGB110000168","상계주공11단지","79012","37.6653667","127.0574","37","GGB207000002"
"GGB110000087","상계주공7단지","79088","37.6609333","127.0598833","38","GGB207000002"
"GGB110000088","상계주공7단지.광림교회앞","79087","37.6605","127.06265","39","GGB207000002"
"GGB110000093","온곡중학교노원정보도서관","79086","37.6592167","127.0643667","40","GGB207000002"
"GGB110000108","상계초등학교","79085","37.65765","127.0659","41","GGB207000002"
"GGB110000110","노원역9번출구","79119","37.6561333","127.0619667","42","GGB207000002"
"GGB110000085","도봉면허시험장","79019","37.6571833","127.0600167","43","GGB207000002"
"GGB110000083","상계주공7단지","79017","37.6602833","127.0591","44","GGB207000002"
"GGB110000080","상계주공9단지","79015","37.6627833","127.0584667","45","GGB207000002"
"GGB110000173","상계주공12단지","79011","37.6663167","127.0575667","46","GGB207000002"
"GGB110000172","상계주공14단지","79009","37.6689","127.0569167","47","GGB207000002"
"GGB110000099","노원초등학교","79007","37.6726167","127.05595","48","GGB207000002"
"GGB110000096","수락산역3번출구","79005","37.6768833","127.0555333","49","GGB207000002"
"GGB110000107","홍파복지원미주아파트","79074","37.6798667","127.0556167","50","GGB207000002"
"GGB110000105","수락중고등학교","79076","37.6829333","127.05565","51","GGB207000002"
"GGB110000052","수락리버시티아파트",,"37.6891167","127.0555833","52","GGB207000002"
"GGB207000285","장암역.석림사입구","8325","37.7001667","127.05485","53","GGB207000002"
"GGB207000283","쌍암사입구","8323","37.7055833","127.0574","54","GGB207000002"
"GGB277103760","장암IC(경유)",,"37.7197","127.0615","55","GGB207000002"
"GGB207000281","장암우성아파트.장암주공2단지","8321","37.7242333","127.0606167","56","GGB207000002"
"GGB207000015","장암주공5단지.한국.풍림아파트","8191","37.7274","127.0599833","57","GGB207000002"
"GGB207000010","서해아파트","8188","37.7303333","127.0593333","58","GGB207000002"
"GGB207000083","의암교회","8182","37.73285","127.0588","59","GGB207000002"
"GGB207000082","추동아파트","8172","37.7399833","127.0572833","60","GGB207000002"
"GGB207000081","신곡초교","8186","37.7415667","127.05935","61","GGB207000002"
"GGB207000080","신곡중학교","8185","37.7430333","127.0591","62","GGB207000002"
"GGB207000134","신성벽산아파트앞","8189","37.7445833","127.0597333","63","GGB207000002"
"GGB207000133","의정부우체국","8201","37.7471833","127.06395","64","GGB207000002"
"GGB207000290","드림밸리아파트.새말역","8346","37.7482","127.0650333","65","GGB207000002"
"GGB207000101","천보중학교","8206","37.74985","127.0648167","66","GGB207000002"
"GGB207000100","금오현대아이파크아파트","8209","37.7504333","127.0673333","67","GGB207000002"
"GGB207000289","홈플러스","8329","37.75095","127.0695","68","GGB207000002"
"GGB207000554","경기도청북부청사역","8564","37.7504","127.0713","69","GGB207000002"
"GGB207000551","삼성진흥래미안아파트정문","8563","37.7502333","127.0725167","70","GGB207000002"
"GGB207000130","효자중.고등학교","8238","37.7508167","127.0778333","71","GGB207000002"
"GGB207000489","의정부세관","8508","37.7498833","127.07955","72","GGB207000002"
"GGB207000129","송산주공1.9단지","8247","37.7476","127.0814","73","GGB207000002"
"GGB207000128","의정부고용노동지청.동부보건과","8249","37.7443833","127.0844333","74","GGB207000002"
"GGB207000249","송산주공6단지","8257","37.7439333","127.0875833","75","GGB207000002"
"GGB207000248","송산주공3단지","8263","37.7444333","127.0897","76","GGB207000002"
"GGB207000127","송현고등학교","8268","37.7424333","127.0912833","77","GGB207000002"
"GGB207000126","산들마을1단지남문","8271","37.74075","127.0922167","78","GGB207000002"
"GGB207000291","민락중학교","8330","37.7400833","127.0959167","79","GGB207000002"
"GGB207000116","산들마을4단지","8291","37.7422667","127.0972167","80","GGB207000002"
"GGB207000535","산들마을2단지","8537","37.7442333","127.09605","81","GGB207000002"
"GGB207000394","낙양동공영차고지","8389","37.7478","127.0859","82","GGB207000002"
"GGB277102626","민락동차고지(경유)",,"37.7494333","127.1189833","1","GGB207000003"
"GGB207000427","민락엘레트19단지후문","8354","37.7496333","127.1179667","2","GGB207000003"
"GGB207000353","무지랭이약수터.코스트코","8356","37.7509167","127.1178833","3","GGB207000003"
"GGB207000530","용암마을16단지.민락라디언트캐슬","8532","37.7555","127.1156333","4","GGB207000003"
"GGB207000559","양지마을아파트","8559","37.7554333","127.11255","5","GGB207000003"
"GGB207000539","벌말.송양고.양지마을아파트","8552","37.7546167","127.1081167","6","GGB207000003"
"GGB207000548","송양고등학교.호반베르디움2차아파트앞","8548","37.75285","127.1076167","7","GGB207000003"
"GGB207000540","양지마을8단지.민락푸르지오아파트","8540","37.7520833","127.1101","8","GGB207000003"
"GGB207000543","민락엘레트19단지.우미린아파트","8543","37.7507167","127.1152","9","GGB207000003"
"GGB207000490","민락엘레트19단지후문","8366","37.7496167","127.1176333","10","GGB207000003"
"GGB207000465","민락교","8472","37.7479833","127.1177667","11","GGB207000003"
"GGB207000401","정음마을고산1단지","8591","37.744","127.1160333","12","GGB207000003"
"GGB207000234","정음마을고산2단지.고산종합사회복지관","8312","37.74295","127.1153","13","GGB207000003"
"GGB207000233","훈민초교.고산3단지아파트","8309","37.7396667","127.1131667","14","GGB207000003"
"GGB207000228","고산대방노블랜드아파트","8087","37.7346667","127.1123","15","GGB207000003"
"GGB207000197","더플래티넘아파트","8072","37.7331333","127.11185","16","GGB207000003"
"GGB207000224","고산대광로제비앙.고산센트레빌아파트","8076","37.7307667","127.1116167","17","GGB207000003"
"GGB207000011","고산대광로제비앙아파트후문","8057","37.7300333","127.10945","18","GGB207000003"
"GGB207000232","고산초등학교","8307","37.7304333","127.1062333","19","GGB207000003"
"GGB207000191","의정부교도소","8278","37.72655","127.0943667","20","GGB207000003"
"GGB207000563","만가대사거리","8565","37.7299","127.0844","21","GGB207000003"
"GGB277103803","장암IC(경유)",,"37.7197833","127.0607667","22","GGB207000003"
"GGB207000358","아일랜드캐슬","8381","37.7058167","127.0542167","23","GGB207000003"
"GGB207000357","도봉차량기지앞","8385","37.7028333","127.0515833","24","GGB207000003"
"GGB207000061","다락원.서울도솔학교앞","8100","37.6952667","127.0448667","25","GGB207000003"
"GGB109000405","도봉산역광역환승센터",,"37.6898","127.0445833","26","GGB207000003"
"GGB277101710","도봉산역(경유)",,"37.69255","127.0452667","27","GGB207000003"
"GGB207000060","다락원.서울도솔학교앞","8101","37.69475","127.0451333","28","GGB207000003"
"GGB207000356","도봉차량기지앞","8379","37.7026","127.0516667","29","GGB207000003"
"GGB207000478","아일랜드캐슬","8604","37.7042","127.0528333","30","GGB207000003"
"GGB277103804","장암IC(경유)",,"37.7198","127.0617667","31","GGB207000003"
"GGB207000550","만가대사거리","8550","37.7295167","127.0846333","32","GGB207000003"
"GGB207000049","의정부교도소","8281","37.72625","127.0943","33","GGB207000003"
"GGB207000348","고산초등학교","8371","37.7304833","127.1067333","34","GGB207000003"
"GGB207000032","잔돌근린공원","8061","37.7294667","127.1103833","35","GGB207000003"
"GGB207000150","고산센트레빌.고산대광로제비앙아파트","8064","37.73085","127.1118667","36","GGB207000003"
"GGB207000195","더플래티넘아파트","8069","37.7338667","127.1123167","37","GGB207000003"
"GGB207000225","고산대방노블랜드아파트","8081","37.7348333","127.1125667","38","GGB207000003"
"GGB207000349","훈민초교.고산3단지아파트","8370","37.7404333","127.1138333","39","GGB207000003"
"GGB207000350","정음마을고산2단지.고산종합사회복지관","8369","37.7428833","127.1155667","40","GGB207000003"
"GGB207000400","한신더휴고산","8590","37.7447667","127.1169333","41","GGB207000003"
"GGB207000392","민락교","8384","37.7486833","127.1180667","42","GGB207000003"
"GGB207000427","민락엘레트19단지후문","8354","37.7496333","127.1179667","43","GGB207000003"
"GGB207000542","호반베르디움18단자앞","8542","37.7504667","127.117","44","GGB207000003"
"GGB207000626","민락센트럴17단지.우미린아파트","8599","37.7515833","127.11375","45","GGB207000003"
"GGB207000531","양지마을8단지.민락푸르지오아파트","8533","37.7523333","127.1105333","46","GGB207000003"
"GGB207000549","송양고등학교","8549","37.75295","127.1078667","47","GGB207000003"
"GGB207000538","벌말.송양고.양지마을아파트","8551","37.7546667","127.1089167","48","GGB207000003"
"GGB207000560","양지마을8단지정문","8560","37.7551","127.1116167","49","GGB207000003"
"GGB207000541","민락센트럴아파트.용암마을15단지","8541","37.7548","127.1164","50","GGB207000003"
"GGB207000238","무지랭이약수터.코스트코","8317","37.7513","127.1175667","51","GGB207000003"
"GGB207000330","민락엘레트19단지후문","8248","37.7499333","127.1176","52","GGB207000003"
"GGB277102626","민락동차고지(경유)",,"37.7494333","127.1189833","53","GGB207000003"
"GGB207000395","낙양동공영차고지","8388","37.7478833","127.0856833","1","GGB207000004"
"GGB207000386","곤제근린공원","8377","37.7472667","127.0857667","2","GGB207000004"
"GGB207000148","송산주공2.5단지","8259","37.7443","127.0881667","3","GGB207000004"
"GGB207000112","어룡역","8253","37.7429167","127.0849333","4","GGB207000004"
"GGB207000111","송산주공7단지","8256","37.7409833","127.0868333","5","GGB207000004"
"GGB207000110","충의중학교","8264","37.7412167","127.0898167","6","GGB207000004"
"GGB207000126","산들마을1단지남문","8271","37.74075","127.0922167","7","GGB207000004"
"GGB207000125","산들마을1단지동문","8275","37.7411","127.0939333","8","GGB207000004"
"GGB207000124","민락초등학교","8280","37.7427667","127.0944833","9","GGB207000004"
"GGB207000534","산들마을2단지","8536","37.7438","127.0962333","10","GGB207000004"
"GGB207000123","산들마을4단지","8290","37.7416667","127.09675","11","GGB207000004"
"GGB207000109","민락중학교","8287","37.7402","127.0958333","12","GGB207000004"
"GGB207000108","민락주공2단지","8289","37.73895","127.0960833","13","GGB207000004"
"GGB207000107","청구아파트","8285","37.7374167","127.09565","14","GGB207000004"
"GGB207000106","송산주공4단지","8266","37.73305","127.09035","15","GGB207000004"
"GGB207000310","송산1동주민센터","8364","37.7313","127.0877333","16","GGB207000004"
"GGB207000563","만가대사거리","8565","37.7299","127.0844","17","GGB207000004"
"GGB277103803","장암IC(경유)",,"37.7197833","127.0607667","18","GGB207000004"
"GGB207000061","다락원.서울도솔학교앞","8100","37.6952667","127.0448667","19","GGB207000004"
"GGB109000405","도봉산역광역환승센터",,"37.6898","127.0445833","20","GGB207000004"
"GGB277101710","도봉산역(경유)",,"37.69255","127.0452667","21","GGB207000004"
"GGB207000060","다락원.서울도솔학교앞","8101","37.69475","127.0451333","22","GGB207000004"
"GGB277102804","장암역삼거리(경유)",,"37.7053667","127.0560333","23","GGB207000004"
"GGB277103804","장암IC(경유)",,"37.7198","127.0617667","24","GGB207000004"
"GGB207000550","만가대사거리","8550","37.7295167","127.0846333","25","GGB207000004"
"GGB207000119","송산1동주민센터","8262","37.7315333","127.0889833","26","GGB207000004"
"GGB207000118","청구아파트","8282","37.7366833","127.0952333","27","GGB207000004"
"GGB207000117","민락주공2단지","8288","37.7392333","127.0960833","28","GGB207000004"
"GGB207000291","민락중학교","8330","37.7400833","127.0959167","29","GGB207000004"
"GGB207000116","산들마을4단지","8291","37.7422667","127.0972167","30","GGB207000004"
"GGB207000615","산들마을2단지.민락상업지구앞","8581","37.7438","127.0968667","31","GGB207000004"
"GGB207000115","민락초등학교","8277","37.7420667","127.0940833","32","GGB207000004"
"GGB207000114","산들마을1단지동문","8274","37.74085","127.09365","33","GGB207000004"
"GGB207000149","산들마을1단지남문","8272","37.7408667","127.0925167","34","GGB207000004"
"GGB207000252","충의중학교","8265","37.7413833","127.0903","35","GGB207000004"
"GGB207000251","송산주공7단지","8255","37.7412667","127.0868333","36","GGB207000004"
"GGB207000250","어룡역","8254","37.7430333","127.0852","37","GGB207000004"
"GGB207000249","송산주공6단지","8257","37.7439333","127.0875833","38","GGB207000004"
"GGB207000248","송산주공3단지","8263","37.7444333","127.0897","39","GGB207000004"
"GGB207000387","버스공영차고지","8376","37.7474333","127.0859","40","GGB207000004"
"GGB207000394","낙양동공영차고지","8389","37.7478","127.0859","41","GGB207000004"
"GGB207000395","낙양동공영차고지","8388","37.7478833","127.0856833","1","GGB207000009"
"GGB277102475","곤재역(경유)",,"37.7504","127.0847667","2","GGB207000009"
"GGB207000492","보람병원앞","8513","37.7517667","127.0805333","3","GGB207000009"
"GGB207000145","효자중.고등학교","8237","37.7508833","127.0774833","4","GGB207000009"
"GGB207000144","경기도청북부청사.신곡새마을금고.삼성래미안아파트앞","8224","37.7490833","127.07245","5","GGB207000009"
"GGB207000143","경기도청북부청사","8215","37.7484","127.0698833","6","GGB207000009"
"GGB207000142","드림밸리아파트앞","8208","37.748","127.0670833","7","GGB207000009"
"GGB207000141","의정부우체국","8200","37.7473167","127.0637","8","GGB207000009"
"GGB207000165","극동.동성아파트","8192","37.7452","127.0600167","9","GGB207000009"
"GGB207000164","은하수아파트.신곡2동주민센터","8177","37.74305","127.0576","10","GGB207000009"
"GGB207000140","시외버스터미널","8161","37.7435333","127.0557833","11","GGB207000009"
"GGB207000167","구터미널","8148","37.7424667","127.0514333","12","GGB207000009"
"GGB207000586","제일시장앞","8023","37.7398833","127.0515333","13","GGB207000009"
"GGB207000162","신곡교","8160","37.73725","127.0555667","14","GGB207000009"
"GGB207000161","의정부초등학교","8195","37.7356833","127.0608667","15","GGB207000009"
"GGB207000160","한일유앤아이아파트","8199","37.7356667","127.0623833","16","GGB207000009"
"GGB207000468","e편한세상신곡파크비스타","8474","37.7370167","127.0676833","17","GGB207000009"
"GGB207000159","신곡현대아파트","8217","37.7367833","127.0705167","18","GGB207000009"
"GGB207000052","동국대사범부속영석고등학교","8229","37.7352667","127.0750667","19","GGB207000009"
"GGB207000351","세아.보광.건영아파트앞","8269","37.7348667","127.0767","20","GGB207000009"
"GGB207000051","구306보충대","8243","37.7336","127.0794833","21","GGB207000009"
"GGB207000050","만가대.솔뫼중학교","8250","37.7306667","127.08425","22","GGB207000009"
"GGB207000049","의정부교도소","8281","37.72625","127.0943","23","GGB207000009"
"GGB207000048","고산동.빼뻘","8297","37.7199667","127.1017167","24","GGB207000009"
"GGB207000047","검은돌","8300","37.71585","127.1037167","25","GGB207000009"
"GGB222000625","수락산입구.동부거성아파트","23018","37.708","127.1125333","26","GGB207000009"
"GGB222000624","주공2.3단지.농협.새마을금고","23022","37.7079667","127.1163333","27","GGB207000009"
"GGB222000623","청학리주공5단지.별내도서관","23024","37.7072333","127.119","28","GGB207000009"
"GGB222000622","용암리입구.청학주공아파트","23025","37.7065167","127.1202667","29","GGB207000009"
"GGB222001313","별내면사무소.에코랜드입구","23918","37.7030167","127.1223","30","GGB207000009"
"GGB222000621","경은학교앞","23029","37.69945","127.1237333","31","GGB207000009"
"GGB222000620","아랫미아리.퇴뫼","23031","37.6949833","127.1282833","32","GGB207000009"
"GGB222001552","임송마을입구.임송삼거리","23851","37.6715333","127.1525","33","GGB207000009"
"GGB222000573","뱅이삼거리.뱅이다리","23077","37.66305","127.14895","34","GGB207000009"
"GGB222000572","퇴계원고등학교.금호아파트.뱅이마루터","23075","37.65925","127.1457333","35","GGB207000009"
"GGB222000571","관사.일신건영.새마을금고","23071","37.6559833","127.1443","36","GGB207000009"
"GGB222000570","퇴계원초등학교","23068","37.6532833","127.1430333","37","GGB207000009"
"GGB222000569","퇴계원농협","23064","37.6502333","127.1413167","38","GGB207000009"
"GGB222000568","퇴계원극동아파트.세란병원.엘병원","23062","37.6488667","127.1406","39","GGB207000009"
"GGB221000138","퇴계원다리","22102","37.64535","127.1406","40","GGB207000009"
"GGB221000137","사노리나들목","22104","37.6434167","127.1408","41","GGB207000009"
"GGB221000136","양지마을.내양초교.시립노인요양원","22088","37.6379667","127.1394167","42","GGB207000009"
"GGB221000135","두레물골","22100","37.6348833","127.1405333","43","GGB207000009"
"GGB221000134","사노리안말","22116","37.6319667","127.14195","44","GGB207000009"
"GGB221000133","구리시립묘지","22107","37.6296667","127.1408167","45","GGB207000009"
"GGB221000132","돌무들","22093","37.6268667","127.1399833","46","GGB207000009"
"GGB221000131","샘말.성신양회","22111","37.6220333","127.1408833","47","GGB207000009"
"GGB221000130","동창마을.한진.금호아파트","22091","37.6192667","127.1397333","48","GGB207000009"
"GGB221000129","구리문화원","22080","37.6179667","127.1384167","49","GGB207000009"
"GGB221000128","우리나라최대왕릉군인동구릉","22072","37.6159667","127.13765","50","GGB207000009"
"GGB221000151","건영.성원아파트.동구동행정복지센터","22073","37.6125167","127.1377167","51","GGB207000009"
"GGB221000150","최촌마을","22067","37.6094167","127.1358833","52","GGB207000009"
"GGB221000149","배탈고개.일신건영아파트","22062","37.6085667","127.1345333","53","GGB207000009"
"GGB221000148","인창동행정복지센터.문화센터","22055","37.6052667","127.1338167","54","GGB207000009"
"GGB221000147","교문사거리.인창초교","22049","37.6027167","127.1316","55","GGB207000009"
"GGB221000146","교문사거리","22035","37.59945","127.1303","56","GGB207000009"
"GGB221000145","구리세무서입구.금호아파트","22039","37.5963","127.1307667","57","GGB207000009"
"GGB221000144","구리시청.구리아트홀","22040","37.5947833","127.1309167","58","GGB207000009"
"GGB221000222","정각사입구","22043","37.5910167","127.13115","59","GGB207000009"
"GGB221000141","구리경찰서","22031","37.5872167","127.13005","60","GGB207000009"
"GGB221000140","한다리마을","22027","37.5813167","127.12875","61","GGB207000009"
"GGB221000139","아치울마을","22022","37.5734333","127.1218333","62","GGB207000009"
"GGB221000009","챔피언스파크.동사골","22014","37.5682833","127.1180833","63","GGB207000009"
"GGB221000008","우미내검문소.고구려대장간마을","22007","37.5635333","127.1149333","64","GGB207000009"
"GGB104000081","워커힐입구","74049","37.5518833","127.1095667","65","GGB207000009"
"GGB104000271","워커힐아파트.광장동",,"37.5478333","127.1066167","66","GGB207000009"
"GGB104000076","광나루역.극동아파트","74045","37.5441833","127.1032167","67","GGB207000009"
"GGB104000073","광장동현대아파트앞","74040","37.5421167","127.09815","68","GGB207000009"
"GGB104000063","현대아파트앞","74036","37.5391333","127.0939","69","GGB207000009"
"GGB104000280","강변역(B)",,"37.5362","127.0936667","70","GGB207000009"
"GGB277101942","동서울터미널(경유)",,"37.5366667","127.0930333","71","GGB207000009"
"GGB104000064","현대아파트앞","74037","37.5394833","127.0942167","72","GGB207000009"
"GGB104000074","광장동현대아파트앞","74041","37.5420167","127.0991667","73","GGB207000009"
"GGB104000075","광나루역.극동아파트","74042","37.5434667","127.1030667","74","GGB207000009"
"GGB104000080","워커힐아파트앞","74048","37.5497167","127.1084833","75","GGB207000009"
"GGB221000036","우미내검문소.고구려대장간마을","22008","37.56365","127.1152333","76","GGB207000009"
"GGB221000007","챔피언스파크.동사골","22018","37.5682833","127.1184333","77","GGB207000009"
"GGB221000006","아치울마을","22024","37.5728833","127.12185","78","GGB207000009"
"GGB221000005","한다리마을","22028","37.5809333","127.12905","79","GGB207000009"
"GGB221000004","도리미.구리경찰서","22033","37.5882333","127.13055","80","GGB207000009"
"GGB221000003","정각사입구","22042","37.59045","127.1312667","81","GGB207000009"
"GGB221000002","도림초교.이문안","22048","37.5923","127.1315167","82","GGB207000009"
"GGB221000001","구리시청.구리아트홀","22044","37.5949667","127.13125","83","GGB207000009"
"GGB221000022","구리세무서입구.금호아파트","22041","37.5964333","127.1311","84","GGB207000009"
"GGB221000021","삼육고교.구리소방서","22038","37.5982","127.1308333","85","GGB207000009"
"GGB221000019","교문사거리.한양대구리병원후문","22045","37.6017333","127.1312667","86","GGB207000009"
"GGB221000018","인창동행정복지센터.문화센터","22053","37.6050667","127.1339667","87","GGB207000009"
"GGB221000017","배탈고개.일신건영아파트","22054","37.6080833","127.13435","88","GGB207000009"
"GGB221000024","최촌마을","22068","37.60965","127.1365167","89","GGB207000009"
"GGB221000097","동구동행정복지센터","22079","37.61185","127.1381","90","GGB207000009"
"GGB221000016","우리나라최대왕릉군인동구릉","22078","37.61705","127.1381","91","GGB207000009"
"GGB221000015","구리문화원","22082","37.61795","127.1387833","92","GGB207000009"
"GGB221000014","동창마을.한진.금호아파트","22092","37.6191","127.1399167","93","GGB207000009"
"GGB221000013","샘말.성신양회","22114","37.622","127.1412167","94","GGB207000009"
"GGB221000096","돌무들","22096","37.6269833","127.1403333","95","GGB207000009"
"GGB221000012","구리시립묘지","22113","37.6303","127.1412833","96","GGB207000009"
"GGB221000011","사노리안말","22115","37.6328667","127.1421","97","GGB207000009"
"GGB221000010","두레물골","22099","37.6365167","127.1403","98","GGB207000009"
"GGB221000095","언제마을.내양초교.시립노인요양원","22087","37.63925","127.14","99","GGB207000009"
"GGB221000094","사노리나들목","22105","37.6422333","127.1405333","100","GGB207000009"
"GGB221000064","퇴계원다리","22106","37.6453333","127.1409167","101","GGB207000009"
"GGB222000580","퇴계원극동아파트.세란병원.엘병원","23061","37.6486","127.14085","102","GGB207000009"
"GGB222000579","퇴계원농협","23063","37.64985","127.1412333","103","GGB207000009"
"GGB222000578","퇴계원초등학교","23067","37.65225","127.1426","104","GGB207000009"
"GGB222000577","관사.일신건영.새마을금고","23072","37.6554333","127.1445667","105","GGB207000009"
"GGB222000576","퇴계원고등학교.금호아파트.뱅이마루터","23076","37.6592","127.1460833","106","GGB207000009"
"GGB222000575","뱅이삼거리.뱅이다리","23080","37.6629667","127.1491","107","GGB207000009"
"GGB222000567","임송마을입구.임송삼거리","23094","37.6722667","127.15305","108","GGB207000009"
"GGB222000605","뫼아래","49154","37.6899333","127.1321","109","GGB207000009"
"GGB222000604","아랫미아리.퇴뫼","23032","37.6957333","127.128","110","GGB207000009"
"GGB222000603","경은학교앞","23030","37.6997167","127.1239667","111","GGB207000009"
"GGB222001314","별내면사무소.에코랜드입구","23917","37.7025333","127.1224667","112","GGB207000009"
