"nodeid","nodenm","nodeno","gpslati","gpslong","nodeord","routeid"
"GGB230000695","단월동","32621","37.2220833","127.4502667","78","GGB234000525"
"GGB230000697","이천태평교회앞","32308","37.2240667","127.4505167","79","GGB234000525"
"GGB230000699","단월초교","32840","37.227","127.4505167","80","GGB234000525"
"GGB230000701","단월하수처리장앞","32838","37.2326","127.4485333","81","GGB234000525"
"GGB230001018","단월하수처리장앞","51022","37.2353167","127.4491","82","GGB234000525"
"GGB230000703","고담동","32837","37.2425","127.45335","83","GGB234000525"
"GGB230000704","고담동","32836","37.2443833","127.4547333","84","GGB234000525"
"GGB230000956","농기계수리센터","32981","37.2477833","127.4575667","85","GGB234000525"
"GGB230000708","장록리","32304","37.253","127.4578","86","GGB234000525"
"GGB230001019","장록동","32375","37.2546","127.4569667","87","GGB234000525"
"GGB230001020","장록동삼거리","32646","37.2578833","127.4579","88","GGB234000525"
"GGB230000712","가좌리태우빌라앞","32833","37.2605833","127.4583833","89","GGB234000525"
"GGB230000186","진리","32108","37.2712833","127.4552833","90","GGB234000525"
"GGB230001304","미란다호텔","51092","37.27545","127.4503833","91","GGB234000525"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","92","GGB234000525"
"GGB230000736","골프장앞","32855","37.1583","127.4384833","1","GGB234000527"
"GGB230000733","두미2리","32296","37.1606333","127.4385333","2","GGB234000527"
"GGB230000731","두미2리","32825","37.1633333","127.4386333","3","GGB234000527"
"GGB230001037","두미1리","51068","37.16695","127.4387833","4","GGB234000527"
"GGB230000729","학교앞","32298","37.17645","127.4389333","5","GGB234000527"
"GGB230001250","어농1리","32489","37.18155","127.4331167","6","GGB234000527"
"GGB230001251","어농3리","32492","37.18515","127.4357333","7","GGB234000527"
"GGB230000772","어농리입구","32672","37.18505","127.4400333","8","GGB234000527"
"GGB230001252","장릉앞","32510","37.1907","127.4407667","9","GGB234000527"
"GGB230000718","신갈1리","32829","37.19795","127.4462","10","GGB234000527"
"GGB230000716","신갈2리","32301","37.20055","127.4484167","11","GGB234000527"
"GGB230000714","신갈리","32832","37.2037833","127.4505","12","GGB234000527"
"GGB230000689","대포삼거리","32310","37.2089833","127.4532667","13","GGB234000527"
"GGB230000683","부대앞","32311","37.2015833","127.45845","14","GGB234000527"
"GGB230000685","소고2리","32846","37.1985333","127.4630833","15","GGB234000527"
"GGB230000939","소고2리","32326","37.1946167","127.4672667","16","GGB234000527"
"GGB230001017","원두3리","51023","37.1901833","127.47165","17","GGB234000527"
"GGB230000575","원두1리","32739","37.1847667","127.4761333","18","GGB234000527"
"GGB230000573","소사리입구","32740","37.1816833","127.4782333","19","GGB234000527"
"GGB230001015","모가중학교앞","51026","37.17955","127.4790167","20","GGB234000527"
"GGB230000840","진가초교","32602","37.1739333","127.4801167","21","GGB234000527"
"GGB230000841","모가면사무소앞","32664","37.1716333","127.4805167","22","GGB234000527"
"GGB230000583","진가리","32737","37.1698833","127.4796333","23","GGB234000527"
"GGB230001488","산내리입구","51247","37.16605","127.4799333","24","GGB234000527"
"GGB230000577","서경리","32263","37.1607167","127.4802667","25","GGB234000527"
"GGB230000580","보뜰","32586","37.1608333","127.4943","26","GGB234000527"
"GGB230000578","상봉리","32738","37.1619167","127.50275","27","GGB234000527"
"GGB230000579","보뜰","32587","37.1609333","127.4942","28","GGB234000527"
"GGB230000576","서경리","32684","37.1617333","127.4803","29","GGB234000527"
"GGB230001029","산내리","51073","37.1627","127.46325","30","GGB234000527"
"GGB230000581","산내리","32262","37.1621667","127.4608667","31","GGB234000527"
"GGB230001366","산내리종점","51163","37.1616333","127.45735","32","GGB234000527"
"GGB277101692","산내리종점(경유)",,"37.1626667","127.4596667","33","GGB234000527"
"GGB230001031","산내리","51072","37.1625833","127.46315","34","GGB234000527"
"GGB230001490","산내리입구","51262","37.1658167","127.4799833","35","GGB234000527"
"GGB230000582","진가리","32261","37.1697667","127.47985","36","GGB234000527"
"GGB230000937","모가면사무소앞","32987","37.1719333","127.4807833","37","GGB234000527"
"GGB230000842","진가초등학교앞","32601","37.1741","127.4803333","38","GGB234000527"
"GGB230000572","모가중학교","32264","37.1804833","127.4793833","39","GGB234000527"
"GGB230001016","소사리","51024","37.1817167","127.4784333","40","GGB234000527"
"GGB230000574","원두1리","32588","37.18485","127.4762333","41","GGB234000527"
"GGB230000680","원두3리","32624","37.1902","127.4718333","42","GGB234000527"
"GGB230000684","소고2리","32847","37.1950667","127.4668667","43","GGB234000527"
"GGB230000886","소고1리","32663","37.1985","127.4632","44","GGB234000527"
"GGB230000682","부대앞","32848","37.2016667","127.4585333","45","GGB234000527"
"GGB230000688","대포삼거리","32845","37.20895","127.4536667","46","GGB234000527"
"GGB230000691","대포동","32844","37.2106167","127.4534833","47","GGB234000527"
"GGB230000693","대포리","32842","37.2142333","127.4514","48","GGB234000527"
"GGB230000695","단월동","32621","37.2220833","127.4502667","49","GGB234000527"
"GGB230000697","이천태평교회앞","32308","37.2240667","127.4505167","50","GGB234000527"
"GGB230000699","단월초교","32840","37.227","127.4505167","51","GGB234000527"
"GGB230000701","단월하수처리장앞","32838","37.2326","127.4485333","52","GGB234000527"
"GGB230001018","단월하수처리장앞","51022","37.2353167","127.4491","53","GGB234000527"
"GGB230001515","고담동","51264","37.24015","127.4503","54","GGB234000527"
"GGB230000704","고담동","32836","37.2443833","127.4547333","55","GGB234000527"
"GGB230000956","농기계수리센터","32981","37.2477833","127.4575667","56","GGB234000527"
"GGB230000708","장록리","32304","37.253","127.4578","57","GGB234000527"
"GGB230001019","장록동","32375","37.2546","127.4569667","58","GGB234000527"
"GGB230001020","장록동삼거리","32646","37.2578833","127.4579","59","GGB234000527"
"GGB230000712","가좌리태우빌라앞","32833","37.2605833","127.4583833","60","GGB234000527"
"GGB230000186","진리","32108","37.2712833","127.4552833","61","GGB234000527"
"GGB230001304","미란다호텔","51092","37.27545","127.4503833","62","GGB234000527"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","63","GGB234000527"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","1","GGB234000528"
"GGB277101647","분수대오거리(경유)",,"37.2807","127.4470333","2","GGB234000528"
"GGB230000184","축협앞.국민은행","32090","37.2812167","127.44455","3","GGB234000528"
"GGB230000183","관고동","32082","37.28185","127.4399","4","GGB234000528"
"GGB230000182","설봉산입구","32076","37.2796833","127.43765","5","GGB234000528"
"GGB230000181","불교회관","32079","37.2780833","127.43785","6","GGB234000528"
"GGB230000180","종합복지타운","32086","37.27745","127.4415667","7","GGB234000528"
"GGB230000179","제일은행.이천터미널","32097","37.2762","127.4468","8","GGB234000528"
"GGB230000892","상공회의소","32332","37.2706","127.4459","9","GGB234000528"
"GGB230001531","율현사거리","51294","37.2678833","127.4456167","10","GGB234000528"
"GGB230001276","이천역","32514","37.2648167","127.4422333","11","GGB234000528"
"GGB230001539","율현사거리","51306","37.2676667","127.4459","12","GGB234000528"
"GGB230000748","신진리(코디빌딩)","32007","37.2722667","127.4527","13","GGB234000528"
"GGB230000178","진리","32109","37.2707","127.4553","14","GGB234000528"
"GGB230000992","복하교","51055","37.2654667","127.4613833","15","GGB234000528"
"GGB230000713","가좌리태우빌라앞","32302","37.26115","127.4583333","16","GGB234000528"
"GGB230000993","장록동삼거리","32381","37.2585833","127.4576","17","GGB234000528"
"GGB230000957","장록동","51002","37.2545167","127.4567833","18","GGB234000528"
"GGB230000709","장록리","32303","37.25275","127.4578833","19","GGB234000528"
"GGB230001230","농기계수리센타","32531","37.2478167","127.45745","20","GGB234000528"
"GGB230000705","고담동","32305","37.24435","127.45455","21","GGB234000528"
"GGB230001514","고담동","51263","37.2394333","127.4495167","22","GGB234000528"
"GGB230000702","단월동","32306","37.23365","127.4485","23","GGB234000528"
"GGB230000700","단월초교","32839","37.22685","127.4503833","24","GGB234000528"
"GGB230000698","이천태평교회앞","32307","37.2237833","127.4503","25","GGB234000528"
"GGB230000696","단월동","32841","37.2220833","127.4500833","26","GGB234000528"
"GGB230000694","대포리","32309","37.21435","127.45115","27","GGB234000528"
"GGB230000692","대포동","32843","37.2106833","127.4533167","28","GGB234000528"
"GGB230000690","대포삼거리","32676","37.2093167","127.4535333","29","GGB234000528"
"GGB230000683","부대앞","32311","37.2015833","127.45845","30","GGB234000528"
"GGB230000685","소고2리","32846","37.1985333","127.4630833","31","GGB234000528"
"GGB230000939","소고2리","32326","37.1946167","127.4672667","32","GGB234000528"
"GGB230001017","원두3리","51023","37.1901833","127.47165","33","GGB234000528"
"GGB230000575","원두1리","32739","37.1847667","127.4761333","34","GGB234000528"
"GGB230000573","소사리입구","32740","37.1816833","127.4782333","35","GGB234000528"
"GGB230001015","모가중학교앞","51026","37.17955","127.4790167","36","GGB234000528"
"GGB230000840","진가초교","32602","37.1739333","127.4801167","37","GGB234000528"
"GGB230000841","모가면사무소앞","32664","37.1716333","127.4805167","38","GGB234000528"
"GGB230000583","진가리","32737","37.1698833","127.4796333","39","GGB234000528"
"GGB230001488","산내리입구","51247","37.16605","127.4799333","40","GGB234000528"
"GGB230001029","산내리","51073","37.1627","127.46325","41","GGB234000528"
"GGB230000581","산내리","32262","37.1621667","127.4608667","42","GGB234000528"
"GGB230001366","산내리종점","51163","37.1616333","127.45735","43","GGB234000528"
"GGB230001031","산내리","51072","37.1625833","127.46315","44","GGB234000528"
"GGB230000577","서경리","32263","37.1607167","127.4802667","45","GGB234000528"
"GGB230000580","보뜰","32586","37.1608333","127.4943","46","GGB234000528"
"GGB230000578","상봉리","32738","37.1619167","127.50275","47","GGB234000528"
"GGB230000579","보뜰","32587","37.1609333","127.4942","48","GGB234000528"
"GGB230000576","서경리","32684","37.1617333","127.4803","49","GGB234000528"
"GGB230001490","산내리입구","51262","37.1658167","127.4799833","50","GGB234000528"
"GGB230000582","진가리","32261","37.1697667","127.47985","51","GGB234000528"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","1","GGB234000535"
"GGB277101647","분수대오거리(경유)",,"37.2807","127.4470333","2","GGB234000535"
"GGB230000184","축협앞.국민은행","32090","37.2812167","127.44455","3","GGB234000535"
"GGB230000183","관고동","32082","37.28185","127.4399","4","GGB234000535"
"GGB230000182","설봉산입구","32076","37.2796833","127.43765","5","GGB234000535"
"GGB230000181","불교회관","32079","37.2780833","127.43785","6","GGB234000535"
"GGB230000180","종합복지타운","32086","37.27745","127.4415667","7","GGB234000535"
"GGB230000179","제일은행.이천터미널","32097","37.2762","127.4468","8","GGB234000535"
"GGB230000892","상공회의소","32332","37.2706","127.4459","9","GGB234000535"
"GGB230001531","율현사거리","51294","37.2678833","127.4456167","10","GGB234000535"
"GGB230001276","이천역","32514","37.2648167","127.4422333","11","GGB234000535"
"GGB230001539","율현사거리","51306","37.2676667","127.4459","12","GGB234000535"
"GGB230000178","진리","32109","37.2707","127.4553","13","GGB234000535"
"GGB230000992","복하교","51055","37.2654667","127.4613833","14","GGB234000535"
"GGB230000713","가좌리태우빌라앞","32302","37.26115","127.4583333","15","GGB234000535"
"GGB230000993","장록동삼거리","32381","37.2585833","127.4576","16","GGB234000535"
"GGB230000957","장록동","51002","37.2545167","127.4567833","17","GGB234000535"
"GGB230000709","장록리","32303","37.25275","127.4578833","18","GGB234000535"
"GGB230001230","농기계수리센타","32531","37.2478167","127.45745","19","GGB234000535"
"GGB230000705","고담동","32305","37.24435","127.45455","20","GGB234000535"
"GGB230000702","단월동","32306","37.23365","127.4485","21","GGB234000535"
"GGB230000700","단월초교","32839","37.22685","127.4503833","22","GGB234000535"
"GGB230000698","이천태평교회앞","32307","37.2237833","127.4503","23","GGB234000535"
"GGB230000696","단월동","32841","37.2220833","127.4500833","24","GGB234000535"
"GGB230000694","대포리","32309","37.21435","127.45115","25","GGB234000535"
"GGB230000692","대포동","32843","37.2106833","127.4533167","26","GGB234000535"
"GGB230000690","대포삼거리","32676","37.2093167","127.4535333","27","GGB234000535"
"GGB230000715","신갈리","32831","37.2036833","127.4503","28","GGB234000535"
"GGB230000717","신갈농협앞","32830","37.2006","127.4483","29","GGB234000535"
"GGB230000719","태루미앞","32300","37.1985333","127.4463833","30","GGB234000535"
"GGB230000723","어농3리","32827","37.18525","127.4358","31","GGB234000535"
"GGB230000725","어농1리","32675","37.1810833","127.4333833","32","GGB234000535"
"GGB230000730","학교앞","32826","37.1757167","127.4388","33","GGB234000535"
"GGB230000732","두미1리","32297","37.1670333","127.4387","34","GGB234000535"
"GGB230001036","두미2리","51069","37.1629333","127.4385333","35","GGB234000535"
"GGB230000734","두미2리","32618","37.1606833","127.43845","36","GGB234000535"
"GGB230000735","골프장앞","32824","37.1582333","127.4383667","37","GGB234000535"
"GGB231000402","고은리","33493","37.1386333","127.4365833","38","GGB234000535"
"GGB231000401","은석","33494","37.13155","127.43595","39","GGB234000535"
"GGB231000400","고목","33608","37.12565","127.4346","40","GGB234000535"
"GGB231000399","주평","33495","37.1203","127.4332333","41","GGB234000535"
"GGB231001297","농협앞","33753","37.1177333","127.4323167","42","GGB234000535"
"GGB231001168","오방","33580","37.1133167","127.4304667","43","GGB234000535"
"GGB231000412","거운마을","34479","37.10815","127.4322667","44","GGB234000535"
"GGB231000411","한평","33317","37.1025333","127.4334","45","GGB234000535"
"GGB231000410","상구산","33517","37.0964333","127.4342333","46","GGB234000535"
"GGB231000409","죽주산성","33324","37.09","127.4359167","47","GGB234000535"
"GGB231000408","미륵당","33323","37.0847333","127.4357167","48","GGB234000535"
"GGB231000841","죽산터미널","33314","37.0762667","127.4270667","49","GGB234000535"
"GGB277102620","죽산리(경유)",,"37.0778167","127.4314833","50","GGB234000535"
"GGB277102118","죽산교차로(경유)",,"37.0802167","127.43395","51","GGB234000535"
"GGB231000421","미륵당","33326","37.0856333","127.4364333","52","GGB234000535"
"GGB231001296","죽주산성","33754","37.0900167","127.4362","53","GGB234000535"
"GGB231000420","건강나라","33606","37.0931","127.43505","54","GGB234000535"
"GGB231000419","매산리","33319","37.0970333","127.4345333","55","GGB234000535"
"GGB231000418","한평","33318","37.1024333","127.4335833","56","GGB234000535"
"GGB231000417","거운마을","34480","37.1082167","127.4325167","57","GGB234000535"
"GGB231001160","거운마을1","33660","37.1131833","127.43065","58","GGB234000535"
"GGB231000904","농협앞","33628","37.1177","127.4326","59","GGB234000535"
"GGB231000406","주평","33518","37.1203","127.4333667","60","GGB234000535"
"GGB231000405","고목","33491","37.1256667","127.43475","61","GGB234000535"
"GGB231000404","은석","33607","37.1315","127.4361167","62","GGB234000535"
"GGB231000403","고은리","33492","37.1387167","127.4367","63","GGB234000535"
"GGB230000736","골프장앞","32855","37.1583","127.4384833","64","GGB234000535"
"GGB230000733","두미2리","32296","37.1606333","127.4385333","65","GGB234000535"
"GGB230000731","두미2리","32825","37.1633333","127.4386333","66","GGB234000535"
"GGB230001037","두미1리","51068","37.16695","127.4387833","67","GGB234000535"
"GGB230000729","학교앞","32298","37.17645","127.4389333","68","GGB234000535"
"GGB230001250","어농1리","32489","37.18155","127.4331167","69","GGB234000535"
"GGB230001251","어농3리","32492","37.18515","127.4357333","70","GGB234000535"
"GGB230000772","어농리입구","32672","37.18505","127.4400333","71","GGB234000535"
"GGB230001252","장릉앞","32510","37.1907","127.4407667","72","GGB234000535"
"GGB230000718","신갈1리","32829","37.19795","127.4462","73","GGB234000535"
"GGB230000716","신갈2리","32301","37.20055","127.4484167","74","GGB234000535"
"GGB230000714","신갈리","32832","37.2037833","127.4505","75","GGB234000535"
"GGB230000689","대포삼거리","32310","37.2089833","127.4532667","76","GGB234000535"
"GGB230000691","대포동","32844","37.2106167","127.4534833","77","GGB234000535"
"GGB230000693","대포리","32842","37.2142333","127.4514","78","GGB234000535"
"GGB230000695","단월동","32621","37.2220833","127.4502667","79","GGB234000535"
"GGB230000697","이천태평교회앞","32308","37.2240667","127.4505167","80","GGB234000535"
"GGB230000699","단월초교","32840","37.227","127.4505167","81","GGB234000535"
"GGB230001018","단월하수처리장앞","51022","37.2353167","127.4491","82","GGB234000535"
"GGB230000703","고담동","32837","37.2425","127.45335","83","GGB234000535"
"GGB230000704","고담동","32836","37.2443833","127.4547333","84","GGB234000535"
"GGB230000956","농기계수리센터","32981","37.2477833","127.4575667","85","GGB234000535"
"GGB230000708","장록리","32304","37.253","127.4578","86","GGB234000535"
"GGB230001019","장록동","32375","37.2546","127.4569667","87","GGB234000535"
"GGB230001020","장록동삼거리","32646","37.2578833","127.4579","88","GGB234000535"
"GGB230000712","가좌리태우빌라앞","32833","37.2605833","127.4583833","89","GGB234000535"
"GGB230000186","진리","32108","37.2712833","127.4552833","90","GGB234000535"
"GGB230001304","미란다호텔","51092","37.27545","127.4503833","91","GGB234000535"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","92","GGB234000535"
"GGB230001276","이천역","32514","37.2648167","127.4422333","1","GGB234000751"
"GGB230001539","율현사거리","51306","37.2676667","127.4459","2","GGB234000751"
"GGB230001304","미란다호텔","51092","37.27545","127.4503833","3","GGB234000751"
"GGB230001441","이천터미널","51216","37.2781833","127.4470167","4","GGB234000751"
"GGB230000184","축협앞.국민은행","32090","37.2812167","127.44455","5","GGB234000751"
"GGB230000183","관고동","32082","37.28185","127.4399","6","GGB234000751"
"GGB230000182","설봉산입구","32076","37.2796833","127.43765","7","GGB234000751"
"GGB230000181","불교회관","32079","37.2780833","127.43785","8","GGB234000751"
"GGB230000180","종합복지타운","32086","37.27745","127.4415667","9","GGB234000751"
"GGB230000179","제일은행.이천터미널","32097","37.2762","127.4468","10","GGB234000751"
"GGB230000218","바른병원","32101","37.2743167","127.4495833","11","GGB234000751"
"GGB230000178","진리","32109","37.2707","127.4553","12","GGB234000751"
"GGB230000217","복하교","32128","37.2653","127.4641333","13","GGB234000751"
"GGB230000216","OB앞","32140","37.26335","127.4720333","14","GGB234000751"
"GGB230000215","삼익아파트","32147","37.2597833","127.4777667","15","GGB234000751"
"GGB230000606","비석삼거리","32741","37.2580667","127.4855167","16","GGB234000751"
"GGB230001150","부발역","32477","37.2596","127.4903167","17","GGB234000751"
"GGB230000605","비석삼거리","32254","37.25825","127.4850833","18","GGB234000751"
"GGB230000214","㈜대상","32151","37.2584333","127.4817","19","GGB234000751"
"GGB230000213","청구아파트","32155","37.2575","127.4843167","20","GGB234000751"
"GGB230000212","에스케이하이닉스","32165","37.2521167","127.4893167","21","GGB234000751"
"GGB230000237","현대3차아파트앞","32402","37.2467167","127.49185","22","GGB234000751"
"GGB230000394","사동리","32820","37.2437833","127.4950333","23","GGB234000751"
"GGB230000397","사동1리","32818","37.2361333","127.4942833","24","GGB234000751"
"GGB230000401","삼원엑스포아파트","32569","37.2309333","127.4932333","25","GGB234000751"
"GGB230000403","대월면사무소앞","32815","37.2295667","127.4937667","26","GGB234000751"
"GGB230000405","초지리","32436","37.2240333","127.4947333","27","GGB234000751"
"GGB230000852","한나요양원앞","32342","37.2238667","127.4990833","28","GGB234000751"
"GGB230000413","부필1리","32810","37.2204833","127.5090833","29","GGB234000751"
"GGB230000415","부필2리","32433","37.2203167","127.5141333","30","GGB234000751"
"GGB230000418","장평2리","32691","37.2149667","127.5201833","31","GGB234000751"
"GGB230000650","송라리.마을회관","32317","37.1980667","127.5207167","32","GGB234000751"
"GGB277102238","송라리(경유)",,"37.2005667","127.5158667","33","GGB234000751"
"GGB277102239","송라리(경유)",,"37.2057","127.5097833","34","GGB234000751"
"GGB230001117","구시리","51050","37.20665","127.5030167","35","GGB234000751"
"GGB230000769","구시리입구","32613","37.2075833","127.4987667","36","GGB234000751"
"GGB230000421","주유소앞","32851","37.2163833","127.4947167","37","GGB234000751"
"GGB230000406","대월농협","32435","37.2238167","127.4951833","38","GGB234000751"
"GGB230000404","대월면사무소","32814","37.2297833","127.4938167","39","GGB234000751"
"GGB230000402","삼원엑스포아파트","32437","37.2309833","127.4934667","40","GGB234000751"
"GGB230000400","성창아파트앞","32816","37.2341833","127.4945","41","GGB234000751"
"GGB230000398","사동1리","32817","37.2362","127.4944333","42","GGB234000751"
"GGB230000395","사동리","32819","37.2435","127.4953833","43","GGB234000751"
"GGB230000044","성우2단지아파트","32169","37.2486","127.4914333","44","GGB234000751"
"GGB230000043","에스케이하이닉스","32162","37.2530833","127.4889667","45","GGB234000751"
"GGB230000042","진우아파트","32150","37.25875","127.48155","46","GGB234000751"
"GGB230000606","비석삼거리","32741","37.2580667","127.4855167","47","GGB234000751"
"GGB230001150","부발역","32477","37.2596","127.4903167","48","GGB234000751"
"GGB230000605","비석삼거리","32254","37.25825","127.4850833","49","GGB234000751"
"GGB230000146","신하3리마을회관앞","32703","37.2591167","127.4823833","50","GGB234000751"
"GGB230000041","신하초등학교","32146","37.2601167","127.47765","51","GGB234000751"
"GGB230000040","OB앞","32139","37.2636667","127.4717","52","GGB234000751"
"GGB230000039","복하ic","32129","37.2654833","127.4643333","53","GGB234000751"
"GGB230000186","진리","32108","37.2712833","127.4552833","54","GGB234000751"
"GGB230001304","미란다호텔","51092","37.27545","127.4503833","55","GGB234000751"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","56","GGB234000751"
"GGB230000179","제일은행.이천터미널","32097","37.2762","127.4468","57","GGB234000751"
"GGB230000892","상공회의소","32332","37.2706","127.4459","58","GGB234000751"
"GGB230001531","율현사거리","51294","37.2678833","127.4456167","59","GGB234000751"
"GGB230001210","이천역종점","32383","37.2649333","127.4413667","60","GGB234000751"
"GGB230001276","이천역","32514","37.2648167","127.4422333","1","GGB234000753"
"GGB230001539","율현사거리","51306","37.2676667","127.4459","2","GGB234000753"
"GGB230001304","미란다호텔","51092","37.27545","127.4503833","3","GGB234000753"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","4","GGB234000753"
"GGB230000184","축협앞.국민은행","32090","37.2812167","127.44455","5","GGB234000753"
"GGB230000183","관고동","32082","37.28185","127.4399","6","GGB234000753"
"GGB230000182","설봉산입구","32076","37.2796833","127.43765","7","GGB234000753"
"GGB230000181","불교회관","32079","37.2780833","127.43785","8","GGB234000753"
"GGB230000180","종합복지타운","32086","37.27745","127.4415667","9","GGB234000753"
"GGB230000179","제일은행.이천터미널","32097","37.2762","127.4468","10","GGB234000753"
"GGB230000218","바른병원","32101","37.2743167","127.4495833","11","GGB234000753"
"GGB230000178","진리","32109","37.2707","127.4553","12","GGB234000753"
"GGB230000217","복하교","32128","37.2653","127.4641333","13","GGB234000753"
"GGB230000216","OB앞","32140","37.26335","127.4720333","14","GGB234000753"
"GGB230001071","신하초교후문","32360","37.2604","127.4792167","15","GGB234000753"
"GGB230001492","신하3리","32144","37.2635167","127.4823167","16","GGB234000753"
"GGB230000865","효양중고","32901","37.2644833","127.4835167","17","GGB234000753"
"GGB230000465","산촌리","32912","37.2672167","127.4874667","18","GGB234000753"
"GGB230001157","산촌리마을회관","51044","37.26955","127.4902","19","GGB234000753"
"GGB230000173","부대앞","32159","37.28245","127.4853667","20","GGB234000753"
"GGB230000172","부발","32161","37.2851667","127.48885","21","GGB234000753"
"GGB230000171","종합운동장","32170","37.2885833","127.4920833","22","GGB234000753"
"GGB230000170","(주)진로","32172","37.2898","127.4971","23","GGB234000753"
"GGB230000169","(주)일신석재","32174","37.2895","127.5012667","24","GGB234000753"
"GGB230000168","쌍룡해장국","32176","37.29025","127.5061333","25","GGB234000753"
"GGB230001481","신원1리","51283","37.2966","127.50945","26","GGB234000753"
"GGB230001164","신원4리종점","51042","37.29765","127.5065","27","GGB234000753"
"GGB230001163","신원3리안쪽","32638","37.2956333","127.5059667","28","GGB234000753"
"GGB230001162","신원3리","51041","37.29385","127.5059333","29","GGB234000753"
"GGB230000861","신세계아파트","32902","37.2923","127.5058333","30","GGB234000753"
"GGB230000195","쌍룡해장국","32175","37.29","127.5055333","31","GGB234000753"
"GGB230000989","일신석재앞","32971","37.2896167","127.5011","32","GGB234000753"
"GGB230000193","(주)진로","32171","37.2898833","127.4966833","33","GGB234000753"
"GGB230000192","종합운동장","32168","37.28875","127.4922","34","GGB234000753"
"GGB230000191","부발우체국","32160","37.2848667","127.4884667","35","GGB234000753"
"GGB230000190","부대앞","32158","37.2824333","127.4849167","36","GGB234000753"
"GGB230000189","서희테마파크입구","32145","37.28145","127.4757833","37","GGB234000753"
"GGB230000188","마암리","32137","37.2774167","127.4713167","38","GGB234000753"
"GGB230000187","복하교","32125","37.2674167","127.4630667","39","GGB234000753"
"GGB230000186","진리","32108","37.2712833","127.4552833","40","GGB234000753"
"GGB230001304","미란다호텔","51092","37.27545","127.4503833","41","GGB234000753"
"GGB230000251","터미널신둔홈","32717","37.2780167","127.4476667","42","GGB234000753"
"GGB230000179","제일은행.이천터미널","32097","37.2762","127.4468","43","GGB234000753"
"GGB230000892","상공회의소","32332","37.2706","127.4459","44","GGB234000753"
"GGB230001531","율현사거리","51294","37.2678833","127.4456167","45","GGB234000753"
"GGB230001210","이천역종점","32383","37.2649333","127.4413667","46","GGB234000753"
"GGB230001441","이천터미널","51216","37.2781833","127.4470167","1","GGB234000754"
"GGB277101647","분수대오거리(경유)",,"37.2807","127.4470333","2","GGB234000754"
"GGB230000184","축협앞.국민은행","32090","37.2812167","127.44455","3","GGB234000754"
"GGB230000183","관고동","32082","37.28185","127.4399","4","GGB234000754"
"GGB230000182","설봉산입구","32076","37.2796833","127.43765","5","GGB234000754"
"GGB230000181","불교회관","32079","37.2780833","127.43785","6","GGB234000754"
"GGB230000180","종합복지타운","32086","37.27745","127.4415667","7","GGB234000754"
"GGB230000179","제일은행.이천터미널","32097","37.2762","127.4468","8","GGB234000754"
"GGB230000892","상공회의소","32332","37.2706","127.4459","9","GGB234000754"
"GGB230001531","율현사거리","51294","37.2678833","127.4456167","10","GGB234000754"
"GGB230001276","이천역","32514","37.2648167","127.4422333","11","GGB234000754"
"GGB230000141","율현동","32093","37.2632","127.4458667","12","GGB234000754"
"GGB230000140","증일2리입구","32704","37.2539333","127.44395","13","GGB234000754"
"GGB230000139","유산2리.달려라주유소","32083","37.2490167","127.4414833","14","GGB234000754"
"GGB230000138","유산리.유산상회","32074","37.2447833","127.4364167","15","GGB234000754"
"GGB230001491","양우아파트입구","51284","37.2441333","127.43275","16","GGB234000754"
"GGB230001187","안평1리","32067","37.2435167","127.4235167","17","GGB234000754"
"GGB230000898","안평2리회관앞","32950","37.2457","127.41625","18","GGB234000754"
"GGB230001325","안평3리","51157","37.2424667","127.4124167","19","GGB234000754"
"GGB230001328","마당바위","51159","37.2403667","127.4226667","20","GGB234000754"
"GGB230000866","안평1리","32339","37.2352667","127.4234","21","GGB234000754"
"GGB230000437","후안1리","32898","37.22335","127.4271667","22","GGB234000754"
"GGB230001168","후안2리","32283","37.2175","127.4195833","23","GGB234000754"
"GGB230000444","단천2리","32430","37.2223833","127.4089833","24","GGB234000754"
"GGB230000446","단천1리","32429","37.2245667","127.40175","25","GGB234000754"
"GGB230001169","단천리마을회관","32282","37.2231167","127.3998","26","GGB234000754"
"GGB230001171","매곡2리","32280","37.2176333","127.39655","27","GGB234000754"
"GGB230000448","매곡리","32635","37.2157","127.3939333","28","GGB234000754"
"GGB230000450","현대제이콤","32428","37.2106","127.3887667","29","GGB234000754"
"GGB230001172","유네스코","32473","37.20795","127.3862","30","GGB234000754"
"GGB230000452","매곡1리입구","32918","37.2056333","127.3842167","31","GGB234000754"
"GGB230000454","매곡1리","32427","37.2057667","127.3815167","32","GGB234000754"
"GGB230000453","매곡1리","32917","37.2057167","127.3845","33","GGB234000754"
"GGB230001173","유네스코","32654","37.20785","127.3862833","34","GGB234000754"
"GGB230000451","현대제이콤","32919","37.2107","127.3890833","35","GGB234000754"
"GGB230001170","매곡초교앞","32281","37.21565","127.3940333","36","GGB234000754"
"GGB230000449","매곡2리","32688","37.21755","127.3966167","37","GGB234000754"
