P141,경춘선,k0210,광운대,1호선,S1101,환승,127.061975,37.623635,한국철도공사,39262,11,12,1201,120125,광운대
522,5호선,S1105,광화문,N,N,일반,126.9762129,37.5708165,서울교통공사,1264,11,1,105,10524,광화문
624,6호선,S1106,광흥창,N,N,일반,126.9318177,37.54746977,서울교통공사,1305,11,1,106,10624,광흥창
223,2호선,S1102,교대,3호선,S1103,환승,127.0142237,37.49320061,서울교통공사,1136,11,1,102,10216,교대
340,3호선,S1103,교대,2호선,S1102,환승,127.0142237,37.49320061,서울교통공사,17373,11,1,103,10341,교대
691,김포도시철도,L4101,구래,N,N,일반,126.628576,37.6453934,김포골드라인운영㈜,39873,11,17,1701,170102,구래
141,1호선,S1101,구로,경인선,k0301,환승,126.882037,37.503178,한국철도공사,1064,11,1,101,10132,구로
232,2호선,S1102,구로디지털단지,N,N,일반,126.9014847,37.48516215,서울교통공사,1145,11,1,102,10225,구로디지털단지
K228,수인분당선,k0304,서현,N,N,일반,127.123249,37.384931,한국철도공사,1368,11,2,201,20105,서현
K123,경의중앙선,k0212,구리,N,N,일반,126.882037,37.503178,한국철도공사,1564,11,10,1001,100139,구리
930,9호선,S1109,구반포,N,N,일반,126.987332,37.501364,,21911,11,1,109,10905,구반포
615,6호선,S1106,구산,N,N,일반,126.9171923,37.61125852,서울교통공사,1316,11,1,106,10638,구산
K226,수인분당선,k0304,야탑,N,N,일반,127.128661,37.41132,한국철도공사,1369,11,2,201,20106,야탑
213,2호선,S1102,구의,N,N,일반,127.0857297,37.53691864,서울교통공사,1126,11,1,102,10206,구의
178,1호선,S1101,구일,N,N,일반,126.869599,37.496273,한국철도공사,1065,11,1,101,10133,구일
312,3호선,S1103,구파발,N,N,일반,126.9187832,37.63664912,서울교통공사,1179,11,1,103,10311,구파발
K132,경의중앙선,k0212,국수,N,N,일반,127.399402,37.516171,한국철도공사,21938,11,10,1001,100127,국수
I138,인천1호선,S2801,국제업무지구,N,N,일반,126.630094,37.400464,인천교통공사,21932,11,3,301,30113,국제업무지구
923,9호선,S1109,국회의사당,N,N,일반,126.917874,37.528105,,21912,11,1,109,10906,국회의사당
533,5호선,S1105,군자,7호선,S1107,환승,127.079433,37.55713392,서울교통공사,1271,11,1,105,10535,군자
716,7호선,S1105,군자,5호선,S1105,환승,127.079433,37.55713392,서울교통공사,17405,11,1,107,10745,군자
150,1호선,S1101,군포,N,N,일반,126.948517,37.353732,한국철도공사,1093,11,1,101,10168,군포
P135,경춘선,k0210,굴봉산,N,N,일반,127.557732,37.832086,한국철도공사,28555,11,12,1201,120104,굴봉산
749,7호선,S1107,굴포천,N,N,일반,126.7311071,37.50708334,서울교통공사,32127,11,1,107,10759,굴포천
539,5호선,S1105,굽은다리,N,N,일반,127.1428116,37.54537927,서울교통공사,1277,11,1,105,10541,굽은다리
I111,인천1호선,S2801,귤현,N,N,일반,126.742498,37.566362,인천교통공사,1398,11,3,301,30122,귤현
P127,경춘선,k0210,금곡,N,N,일반,127.207931,37.637414,한국철도공사,28556,11,12,1201,120105,금곡
K330,경의중앙선,k0212,금릉,N,N,일반,126.765401,37.751295,한국철도공사,23218,11,10,1001,100105,금릉
149,1호선,S1101,금정,4호선,S1104,환승,126.943611,37.371957,한국철도공사,1092,11,1,101,10167,금정
,4호선,S1104,금정,1호선,S1101,환승,126.943611,37.371957,한국철도공사,17377,11,1,104,10449,금정
144,1호선,S1101,금천구청,광명지선,,환승,126.894344,37.45576,한국철도공사,1087,11,1,101,10162,금천구청
K331,경의중앙선,k0212,금촌,N,N,일반,126.774515,37.766106,한국철도공사,23217,11,10,1001,100104,금촌
334,3호선,S1103,금호,N,N,일반,127.0156615,37.54800401,서울교통공사,1191,11,1,103,10325,금호
K224,수인분당선,k0304,태평,N,N,일반,127.127746,37.439842,한국철도공사,1370,11,2,201,20108,태평
Y110,용인경전철,T4101,기흥,수인분당선,k0304,환승,127.115944,37.275657,한국철도공사,28570,11,13,1301,130101,기흥
538,5호선,S1105,길동,N,N,일반,127.1400433,37.53794494,서울교통공사,1276,11,1,105,10540,길동
417,4호선,S1104,길음,N,N,일반,127.0249611,37.6035085,서울교통공사,1212,11,1,104,10409,길음
Y119,용인경전철,T4101,김량장,N,N,일반,127.198671,37.237293,용인경량전철㈜,28579,11,13,1301,130110,김량장
P138,경춘선,k0210,김유정,N,N,일반,127.714302,37.818475,한국철도공사,28557,11,12,1201,120106,김유정
502,5호선,S1105,김포공항,9호선/공항철도/김포도시철도,S1109+k0211+L4101,환승,126.8014703,37.5622601,서울교통공사,1247,11,1,105,10503,김포공항
911,9호선,S1109,김포공항,5호선/공항철도/김포도시철도,S1105+k0211+I4101,환승,126.8014703,37.5622601,공항철도,21913,11,1,109,10907,김포공항
A06,공항철도,k0211,김포공항,5호선/9호선/김포도시철도,S1105+S1109+L4101,환승,126.8014703,37.5622601,공항철도,17436,11,9,901,90104,김포공항
699,김포도시철도,L4101,김포공항,5호선/9호선/공항철도,S1105+S1109+k0211,환승,126.80147,37.5622601,공항철도,39881,11,17,1701,170110,김포공항
244-4,2호선,S1102,까치산,5호선,S1105,환승,126.8467432,37.53168373,서울교통공사,1150,11,1,102,10231,까치산
508,5호선,S1105,까치산,2호선,S1102,환승,126.8467432,37.53168373,서울교통공사,17385,11,1,105,10552,까치산
742,7호선,S1107,까치울,N,N,일반,126.8113309,37.50632983,서울교통공사,32120,11,1,107,10752,까치울
227,2호선,S1102,낙성대,N,N,일반,126.9636002,37.47692607,서울교통공사,1140,11,1,102,10220,낙성대
736,7호선,S1107,남구로,N,N,일반,126.8873355,37.48613283,서울교통공사,1345,11,1,107,10737,남구로
I225,인천2호선,S2802,남동구청,N,N,일반,123.736581,37.448179,인천교통공사,36958,11,3,302,30208,남동구청
K220,수인분당선,k0304,대모산입구,N,N,일반,127.072702,37.491347,한국철도공사,1372,11,2,201,20110,대모산입구
341,3호선,S1103,남부터미널,N,N,일반,127.0161898,37.48482472,서울교통공사,1196,11,1,103,10332,남부터미널
728,7호선,S1107,남성,N,N,일반,126.9712351,37.48453469,서울교통공사,1338,11,1,107,10729,남성
134,1호선,S1101,남영,N,N,일반,126.971171,37.540597,한국철도공사,1057,11,1,101,10125,남영
P139,경춘선,k0210,남춘천,N,N,일반,127.723761,37.864071,한국철도공사,28558,11,12,1201,120107,남춘천
434,4호선,S1104,남태령,N,N,일반,126.9888363,37.46424858,서울교통공사,1223,11,1,104,10426,남태령
822,8호선,S1108,남한산성입구,N,N,일반,127.1597963,37.45156254,서울교통공사,1359,11,1,108,10813,남한산성입구
726,7호선,S1107,내방,N,N,일반,126.9932223,37.4875118,서울교통공사,1337,11,1,107,10727,내방
927,9호선,S1109,노들,N,N,일반,126.953222,37.512887,,21914,11,1,109,10908,노들
136,1호선,S1101,노량진,9호선,S1109,환승,126.941671,37.514072,한국철도공사,1059,11,1,101,10127,노량진
926,9호선,S1109,노량진,1호선,S1101,환승,126.941671,37.514072,한국철도공사,21915,11,1,109,10909,노량진
411,4호선,S1104,노원,7호선,S1107,환승,127.0624948,37.6551493,서울교통공사,1207,11,1,104,10403,노원
704,7호선,S1107,노원,4호선,S1104,환승,127.0624948,37.6551493,서울교통공사,17406,11,1,107,10746,노원
323,3호선,S1103,녹번,N,N,일반,126.935753,37.60085525,서울교통공사,1182,11,1,103,10314,녹번
628,6호선,S1106,녹사평,N,N,일반,126.9867518,37.53464201,서울교통공사,1302,11,1,106,10619,녹사평
108,1호선,S1101,녹양,N,N,일반,127.042272,37.759416,한국철도공사,1112,11,1,101,10187,녹양
117,1호선,S1101,녹천,N,N,일반,127.051406,37.644599,한국철도공사,1041,11,1,101,10109,녹천
723,7호선,S1107,논현,N,N,일반,127.0212831,37.51118691,서울교통공사,1335,11,1,107,10724,논현
K321,경의중앙선,k0212,능곡,N,N,일반,126.820845,37.618741,한국철도공사,23226,11,10,1001,100113,능곡
823,8호선,S1108,단대오거리,N,N,일반,127.1566517,37.44512808,서울교통공사,1360,11,1,108,10814,단대오거리
841,서해선,L4102,소사,1호선,S1101,환승,126.795654,37.482755,한국철도공사,39503,11,16,1601,160101,소사
K219,수인분당선,k0304,개포동,N,N,일반,127.066027,37.489112,한국철도공사,1373,11,2,201,20111,개포동
531,5호선,S1105,답십리,N,N,일반,127.0524701,37.56690598,서울교통공사,1269,11,1,105,10533,답십리
409,4호선,S1104,당고개,N,N,일반,127.0789555,37.67032572,서울교통공사,1205,11,1,104,10401,당고개
237,2호선,S1102,당산,9호선,S1109,환승,126.9024241,37.53425753,서울교통공사,1153,11,1,102,10234,당산
922,9호선,S1109,당산,2호선,S1102,환승,126.9024241,37.53425753,서울교통공사,21916,11,1,109,10910,당산
151,1호선,S1101,당정,N,N,일반,126.948388,37.34338,한국철도공사,24941,11,1,101,10197,당정
315,3호선,S1103,대곡,경의중앙선,k0212,환승,126.811025,37.631629,한국철도공사,1174,11,1,103,10306,대곡
K322,경의중앙선,k0212,대곡,3호선,S1103,환승,126.811025,37.631629,한국철도공사,23225,11,10,1001,100112,대곡
437,4호선,S1104,대공원,N,N,일반,127.006474,37.435724,한국철도공사,1226,11,1,104,10429,대공원
233,2호선,S1102,대림,7호선,S1107,환승,126.8957105,37.49307207,서울교통공사,1146,11,1,102,10226,대림
735,7호선,S1107,대림,2호선,S1102,환승,126.8957105,37.49307207,서울교통공사,17407,11,1,107,10747,대림
K216,수인분당선,k0304,한티,N,N,일반,127.052883,37.496208,한국철도공사,1374,11,2,201,20112,한티
137,1호선,S1101,대방,N,N,일반,126.926407,37.513392,한국철도공사,1060,11,1,101,10128,대방
P131,경춘선,k0210,대성리,N,N,일반,127.379165,37.683909,한국철도공사,28559,11,12,1201,120108,대성리
446,4호선,k0302,대야미,N,N,일반,126.917161,37.328304,한국철도공사,1234,11,1,104,10438,대야미
347,3호선,S1103,대청,N,N,일반,127.079515,37.49346096,서울교통공사,1202,11,1,103,10338,대청
345,3호선,S1103,대치,N,N,일반,127.0632665,37.4942795,서울교통공사,1200,11,1,103,10336,대치
309,3호선,S1103,대화,N,N,일반,126.747756,37.675883,한국철도공사,1169,11,1,103,10301,대화
625,6호선,S1106,대흥,N,N,일반,126.9422206,37.54766489,서울교통공사,1304,11,1,106,10623,대흥
106,1호선,S1101,덕계,N,N,일반,127.056676,37.818761,한국철도공사,1114,11,1,101,10189,덕계
K126,경의중앙선,k0212,덕소,N,N,일반,127.208835,37.586892,한국철도공사,1567,11,10,1001,100142,덕소
105,1호선,S1101,덕정,N,N,일반,127.061511,37.843216,한국철도공사,1115,11,1,101,10190,덕정
344,3호선,S1103,도곡,수인분당선,k0304,환승,127.0553484,37.49082524,서울교통공사,1199,11,1,103,10335,도곡
K227,수인분당선,k0304,이매,경강선,k0218,환승,127.128272,37.395846,한국철도공사,1375,11,2,201,20113,이매
K124,경의중앙선,k0212,도농,N,N,일반,127.161105,37.608756,한국철도공사,1565,11,10,1001,100140,도농
244-1,2호선,S1102,도림천,N,N,일반,126.8827022,37.51420522,서울교통공사,1147,11,1,102,10228,도림천
114,1호선,S1101,도봉,N,N,일반,127.045521,37.679441,한국철도공사,1038,11,1,101,10106,도봉
113,1호선,S1101,도봉산,7호선,S1107,환승,127.046347,37.689603,한국철도공사,1037,11,1,101,10105,도봉산
701,7호선,S1107,도봉산,1호선,S1101,환승,127.0461005,37.68923188,서울교통공사,17408,11,1,107,10748,도봉산
K127,경의중앙선,k0212,도심,N,N,일반,127.222798,37.579628,한국철도공사,14310,11,10,1001,100143,도심
195,1호선,S1101,도원,N,N,일반,126.642824,37.468604,한국철도공사,1082,11,1,101,10150,도원
193,1호선,S1101,도화,N,N,일반,126.66846,37.466154,한국철도공사,1080,11,1,101,10148,도화
326,3호선,S1103,독립문,N,N,일반,126.9578508,37.57448506,서울교통공사,1185,11,1,103,10317,독립문
613,6호선,S1106,독바위,N,N,일반,126.9329961,37.61844071,서울교통공사,1315,11,1,106,10636,독바위
143,1호선,S1101,독산,N,N,일반,126.889508,37.465994,한국철도공사,1086,11,1,101,10161,독산
I206,인천2호선,S2802,독정,N,N,일반,126.675981,37.584927,인천교통공사,36959,11,3,302,30209,독정
642,6호선,S1106,돌곶이,N,N,일반,127.0564482,37.61052771,서울교통공사,1291,11,1,106,10605,돌곶이
128,1호선,S1101,동대문,4호선,S1104,환승,127.0101189,37.57129132,서울교통공사,1051,11,1,101,10119,동대문
421,4호선,S1104,동대문,1호선,S1101,환승,127.0101189,37.57129132,서울교통공사,17378,11,1,104,10450,동대문
205,2호선,S1102,동대문역사문화공원,4호선/5호선,S1104+S1105,환승,127.007394,37.56500251,서울교통공사,1163,11,1,102,10245,동대문역사문화공원
422,4호선,S1104,동대문역사문화공원,2호선/5호선,S1102+S1105,환승,127.007394,37.56500251,서울교통공사,17379,11,1,104,10451,동대문역사문화공원
525,5호선,S1105,동대문역사문화공원,2호선/4호선,S1102+S1104,환승,127.007394,37.56500251,서울교통공사,17386,11,1,105,10553,동대문역사문화공원
332,3호선,S1103,동대입구,N,N,일반,127.0052813,37.55883276,서울교통공사,1189,11,1,103,10323,동대입구
101,1호선,S1101,동두천,N,N,일반,127.054825,37.927569,한국철도공사,1119,11,1,101,10194,동두천
103,1호선,S1101,동두천중앙,N,N,일반,127.056528,37.901818,한국철도공사,1117,11,1,101,10192,동두천중앙
I132,인천1호선,S2801,동막,N,N,일반,126.673561,37.398173,인천교통공사,1378,11,3,301,30101,동막
127,1호선,S1101,동묘앞,6호선,S1106,환승,127.0155932,37.57253741,서울교통공사,17368,11,1,101,10153,동묘앞
635,6호선,S1106,동묘앞,1호선,S1101,환승,127.0155932,37.57253741,서울교통공사,1298,11,1,106,10612,동묘앞
Y114,용인경전철,T4101,동백,N,N,일반,127.152716,37.269111,용인경량전철㈜,28574,11,13,1301,130105,동백
I121,인천1호선,S2801,동수,N,N,일반,126.718464,37.485409,인천교통공사,1389,11,3,301,30112,동수
190,1호선,S1101,동암,N,N,일반,126.703016,37.470835,한국철도공사,1077,11,1,101,10145,동암
U118,의정부경전철,L4101,동오,N,N,일반,127.056979,37.7452685,㈜우진메트로,31798,11,2,202,20208,동오
196,1호선,S1101,동인천,N,N,일반,126.632598,37.475414,한국철도공사,1083,11,1,101,10151,동인천
431,4호선,S1104,동작,9호선,S1109,환승,126.9790224,37.50300413,서울교통공사,1221,11,1,104,10423,동작
929,9호선,S1109,동작,4호선,S1104,환승,126.9790224,37.50300413,서울교통공사,21917,11,1,109,10911,동작
D14,신분당선,I1102,동천,N,N,일반,127.1007687,37.3382629,네오트렌스,36649,11,11,1101,110107,동천
I131,인천1호선,S2801,동춘,N,N,일반,126.680835,37.404676,인천교통공사,1379,11,3,301,30102,동춘
168,1호선,S1101,두정,N,N,일반,127.148905,36.833791,한국철도공사,1110,11,1,101,10185,두정
Y123,용인경전철,T4101,둔전,N,N,일반,127.213619,37.267201,용인경량전철㈜,28583,11,13,1301,130114,둔전
548,5호선,S1105,둔촌동,N,N,일반,127.136296,37.52774726,서울교통공사,1281,11,1,105,10545,둔촌동
945,9호선,S1109,둔촌오륜,N,N,일반,127.1401702,37.51797547,서울교통공사,39893,11,1,109,10937,둔촌오륜
918,9호선,S1109,등촌,N,N,일반,126.865689,37.550632,,21918,11,1,109,10912,등촌
618,6호선,S1106,디지털미디어시티,경의중앙선/공항철도,k0212+k0211,환승,126.8996845,37.57663026,서울교통공사,1310,11,1,106,10630,디지털미디어시티
K316,경의중앙선,k0212,디지털미디어시티,6호선/공항철도,S1106+k0211,환승,126.900421,37.577964,한국철도공사,23230,11,10,1001,100117,디지털미디어시티
A04,공항철도,k0211,디지털미디어시티,6호선/경의중앙선,S1106+k0212,환승,126.900421,37.577964,한국철도공사,28539,11,9,901,90107,디지털미디어시티
210,2호선,S1102,뚝섬,N,N,일반,127.0473648,37.54712239,서울교통공사,1167,11,1,102,10250,뚝섬
719,7호선,S1107,뚝섬유원지,N,N,일반,127.0666673,37.53125616,서울교통공사,1331,11,1,107,10720,뚝섬유원지
504,5호선,S1105,마곡,N,N,일반,126.8248665,37.56025035,서울교통공사,1249,11,1,105,10505,마곡
914,9호선,S1109,마곡나루,공항철도,k0211,환승,126.8243724,37.5669398,공항철도,21919,11,1,109,10913,마곡나루
A05,공항철도,k0211,마곡나루,9호선,S1109,환승,126.8243724,37.5669398,공항철도,39889,11,9,901,90114,마곡나루
313,3호선,S1103,마두,N,N,일반,126.777641,37.652185,한국철도공사,1172,11,1,103,10304,마두
703,7호선,S1107,마들,N,N,일반,127.0573337,37.66516233,서울교통공사,1319,11,1,107,10704,마들
692,김포도시철도,L4101,마산,N,N,일반,126.6440072,37.64060947,김포골드라인운영㈜,39874,11,17,1701,170103,마산
P130,경춘선,k0210,마석,N,N,일반,127.311713,37.652328,한국철도공사,28560,11,12,1201,120109,마석
530,5호선,S1105,마장,N,N,일반,127.0429769,37.56620675,서울교통공사,1268,11,1,105,10532,마장
I204,인천2호선,S2802,마전,N,N,일반,126.667195,37.597756,인천교통공사,36960,11,3,302,30210,마전
554,5호선,S1105,마천,N,N,일반,127.152476,37.49495884,서울교통공사,1287,11,1,105,10551,마천
517,5호선,S1105,마포,N,N,일반,126.9457536,37.53956668,서울교통공사,1260,11,1,105,10519,마포
620,6호선,S1106,마포구청,N,N,일반,126.9031935,37.56350657,서울교통공사,1308,11,1,106,10628,마포구청
I224,인천2호선,S2802,만수,N,N,일반,126.731764,37.454962,인천교통공사,36961,11,3,302,30211,만수
K121,경의중앙선,k0212,망우,경춘선,k0212+k0210,환승,127.092318,37.599288,한국철도공사,1562,11,10,1001,100137,망우
P121,경춘선,k0210,망우,경의중앙선,k0212,환승,127.092318,37.599288,한국철도공사,28561,11,12,1201,120110,망우
621,6호선,S1106,망원,N,N,일반,126.9098166,37.55594386,서울교통공사,1307,11,1,106,10627,망원
112,1호선,S1101,망월사,N,N,일반,127.047361,37.710499,한국철도공사,1036,11,1,101,10104,망월사
K234,수인분당선,k0304,보정,N,N,일반,127.108219,37.31274,한국철도공사,1376,11,2,201,20114,보정
K218,수인분당선,k0304,구룡,N,N,일반,127.059496,37.486985,한국철도공사,1377,11,2,201,20115,구룡
