"ars_id","st_id","st_nm","gps_x","gps_y","pos_x","pos_y","trans_yn","area_nm","route_ids","route_nms"
"01001","100000001",종로2가사거리,"126.9877498816","37.5697651251","198917.9254237996","452252.38109693537",N,서울,"100100073|123000010|100100585","470|741|N37"
"01002","100000002",창경궁.서울대학교병원,"126.9965660023","37.5791830159","199696.70712279636","453297.481226997",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100019|100100022|100100029|100100030|100100033|100100034|100100036|100100037|100100048|100100051|100100110","100|102|104|106|107|108|140|143|150|151|160|162|171|172|272|301|710"
"01003","100000003",명륜3가.성대입구,"126.9983401004","37.5826711749","199853.40344353596","453684.5812867996",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100019|100100022|100100029|100100030|100100033|100100034|100100036|100100037|100100048|100100051|100100110","100|102|104|106|107|108|140|143|150|151|160|162|171|172|272|301|710"
"01004","100000004",종로2가.삼일교,"126.9876130976","37.5685792736","198905.82570402705","452120.78107867856",N,서울,"100100002|100100002|100100002|100100073|100100077|100100103|123000010|100100585","03|03|03|470|501|701|741|N37"
"01005","100000005",혜화동로터리.여운형활동터,"127.001744","37.586243","200154.0166518581","454080.97095198696",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100019|100100022|100100029|100100030|100100033|100100034|100100036|100100037|100100048|100100110","100|102|104|106|107|108|140|143|150|151|160|162|171|172|272|710"
"01101","100000006",경기상고,"126.9693634554","37.5875502159","197294.46355373668","454226.4813663401",N,서울,"100100185|100100447|100100338|107000003","1711|7016|7018|8002"
"01102","100000007",신교동,"126.9702626865","37.5832955233","197373.72585649847","453754.2838076353",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499|107000003","1020|1711|7016|7018|7022|7212|8002"
"01103","100000008",경기상고,"126.9697701102","37.5871907861","197330.3627104076","454186.58135999367",N,서울,"100100185|100100447|100100338|107000003","1711|7016|7018|8002"
"01104","100000009",경복고교,"126.9710436571","37.585113193","197442.7600691161","453955.98132947786",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01105","100000010",청운중학교,"126.9725135095","37.5878519552","197572.65702081478","454259.88136444706",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01106","100000011",자하문고개.윤동주문학관,"126.9671261805","37.5921866176","197097.0681957185","454741.08143204544",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01107","100000012",자하문고개.윤동주문학관,"126.9671906625","37.5923353152","197102.76806159364","454757.5814394392",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01108","100000013",청운중학교,"126.9724613198","37.5881285775","197568.05712787007","454290.5813766965",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01109","100000014",경복고교,"126.9711546793","37.5849663426","197452.5598390717","453939.68133108225",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01110","100000015",통인시장종로구보건소,"126.9710500404","37.5803257033","197443.160068195","453424.68126113946",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499|107000003","1020|1711|7016|7018|7022|7212|8002"
"01111","100000016",통인시장종로구보건소,"126.9713851083","37.5805132118","197472.7593667763","453445.4812646024",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499","1020|1711|7016|7018|7022|7212"
"01112","100000017",효자동,"126.9706209712","37.583091043","197405.36095424346","453731.58129707025",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499","1020|1711|7016|7018|7022|7212"
"01113","100000018",사직단.어린이도서관,"126.9679907155","37.5751355316","197172.76641154542","452848.7811833387",N,서울,"104000008|104000008|100100036|100100048|100100091|100100446|123000011|100100110","01B|01B|171|272|606|7025|708|710"
"01114","100000019",사직동주민센터,"126.9713244962","37.5761834563","197467.2595020813","452964.9811974466",N,서울,"104000008|104000008|100100036|100100048|100100091|100100446|123000011|100100110|107000003","01B|01B|171|272|606|7025|708|710|8002"
"01115","100000020",경복궁역,"126.97219601","37.5768666917","197544.25768831503","453040.7812039363",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499|107000003","1020|1711|7016|7018|7022|7212|8002"
"01116","100000021",경복궁역,"126.9722828893","37.5776713863","197551.95750719603","453130.0812197444",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499","1020|1711|7016|7018|7022|7212"
"01117","100000022",경복궁,"126.9787471496","37.5755767894","198122.84409277016","452897.4811813547",N,서울,"104000007|104000007|100100002|100100002|100100002|106000002|100100131|100100014|100100036|100100048|100100086|100100091|100100446|100100110","01A|01A|03|03|03|04|1020|109|171|272|601|606|7025|710"
"01118","100000023",KT광화문지사,"126.9773320672","37.5722264424","197997.7673776218","452525.70043978654",N,서울,"100100002|100100002|100100002|106000002|100100131|100100014|100100185|100100091|100100447|100100338|123000011|100100499","03|03|03|04|1020|109|1711|606|7016|7018|708|7212"
"01120","100000025",광화문,"126.9763838838","37.569845398","197913.9490081057","452261.48109927494",Y,서울,"100100085|100100087|100100339","600|602|7019"
"01123","100000028",서울역사박물관.경교장.강북삼성병원,"126.971248","37.570023","197460.29383491562","452281.3171539018",N,서울,"100100006|100100073|100100086|100100107|100100111|123000010|100100585","101|470|601|704|720|741|N37"
"01124","100000029",광화문.금호아시아나본관앞,"126.9731335513","37.5702880403","197626.85574887195","452310.6811039322",N,서울,"100100073|100100086","470|601"
"01125","100000030",광화문,"126.975837","37.570365","197865.65667565286","452319.156981173",N,서울,"100100107","704"
"01126","100000031",세종문화회관,"126.976857107","37.5735900058","197955.85195638335","452677.0342042651",N,서울,"100100185|100100062|100100064|100100440|100100447|100100338|100100341|100100107|100100511|100100499","1711|401|406|700|7016|7018|7022|704|707|7212"
"01127","100000032",서울경찰청.경복궁역,"126.9714842989","37.5757446636","197481.35916616104","452916.2811836945",N,서울,"104000007|104000007|100100036|100100048|100100086|100100091|100100440|100100446|100100511|100100110|100100398","01A|01A|171|272|601|606|700|7025|707|710|9703"
"01128","100000033",사직단,"126.968188961","37.5748553458","197190.26600204443","452817.6811764585",N,서울,"104000007|104000007|100100036|100100048|100100086|100100091|100100440|100100446|100100511|100100110|100100398","01A|01A|171|272|601|606|700|7025|707|710|9703"
"01129","100000034",광화문광화문빌딩,"126.9766885086","37.5696876081","197940.85268179633","452243.96341380803",N,서울,"100100440|100100511|100100398|100100406","700|707|9703|9714"
"01130","100000035",덕성여중고,"126.9820170203","37.5759017489","198411.6620037045","452933.4837741223",N,서울,"104000008|104000008|100100036|100100048|100100062|100100064|100100341|100100446|100100107|100100110","01B|01B|171|272|401|406|7022|7025|704|710"
"01131","100000036",안국역.종로경찰서.서울공예박물관,"126.9839957858","37.5760695565","198586.43868420538","452952.0748784682",N,서울,"104000008|104000008|100100036|100100048|100100446|100100110","01B|01B|171|272|7025|710"
"01132","100000037",국민은행세검정지점,"126.9608880061","37.6046629766","196546.78112442137","456125.88163023395",N,서울,"100100341|100100344|100100499|100100360","7022|7211|7212|7730"
"01133","100000038",세검정초등학교,"126.9612198463","37.6025022799","196575.98043877163","455886.0815958888",N,서울,"100100131|100100015|100100032|100100185|100100341|100100499|100100360","1020|110B국민대|153|1711|7022|7212|7730"
"01134","100000039",세검정.상명대,"126.9587223861","37.6007325989","196355.3856202503","455689.78157267254",N,서울,"100100015|100100032|100100360","110B국민대|153|7730"
"01135","100000040",상명대입구.석파랑,"126.958570225","37.5994133537","196341.88593389685","455543.3815513975",N,서울,"100100447|100100338","7016|7018"
"01136","100000041",하림각,"126.9617068235","37.5981330665","196618.77942801733","455401.1815294097",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499|107000003","1020|1711|7016|7018|7022|7212|8002"
"01137","100000042",자하문터널입구.석파정,"126.9636434993","37.5955935123","196789.67541394432","455119.2814914491",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499|107000003","1020|1711|7016|7018|7022|7212|8002"
"01138","100000043",부암동주민센터.무계원,"126.9639574356","37.5927380599","196817.2747691559","454802.38145049615",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01139","100000044",부암동주민센터.무계원,"126.9651419211","37.5927861733","196921.87230540116","454807.681447302",N,서울,"100100131|100100341|100100499","1020|7022|7212"
"01140","100000045",자하문터널입구.석파정,"126.9639775924","37.5955575712","196819.17472454556","455115.28148938157",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499|107000003","1020|1711|7016|7018|7022|7212|8002"
"01141","100000046",하림각,"126.962215308","37.5981476478","196663.67837363805","455402.7815319379",N,서울,"100100131|100100185|100100447|100100338|100100341|100100499|107000003","1020|1711|7016|7018|7022|7212|8002"
"01142","100000047",상명대입구.세검정교회,"126.9592405649","37.5996163318","196401.08454171545","455565.8815577971",N,서울,"100100131|100100185|100100341|100100499","1020|1711|7022|7212"
"01143","100000048",세검정.상명대,"126.9589342697","37.6005524553","196374.0851788939","455669.7815632392",N,서울,"100100131|100100016|100100032|100100360","1020|110A고려대|153|7730"
"01144","100000049",세검정초등학교,"126.9614328894","37.6022680671","196594.77999699867","455860.08159360336",N,서울,"100100131|100100016|100100032|100100185|100100341|100100499|100100360","1020|110A고려대|153|1711|7022|7212|7730"
"01146","100000051",국민은행세검정지점,"126.9612088135","37.6047191923","196575.10796004502","456132.10853743507",N,서울,"100100341|100100344|100100499|100100360","7022|7211|7212|7730"
"01148","100000053",승가사입구,"126.9563059978","37.6115844138","196142.59061978746","456894.18173671095",N,서울,"100100499|100100499|100100360","7212|7212|7730"
"01149","100000054",구기동현대빌라,"126.9564575503","37.6100355035","196155.89030609472","456722.2817139514",N,서울,"100100499|100100499|100100360","7212|7212|7730"
"01150","100000055",구기터널.삼성출판박물관,"126.9562103294","37.6086098941","196133.99081588007","456564.0816933485",N,서울,"100100341|100100344|100100499","7022|7211|7212"
"01151","100000056",구기터널.삼성출판박물관,"126.9564166508","37.6083054034","196152.19039448252","456530.2816903414",N,서울,"100100341|100100344","7022|7211"
"01152","100000057",구기동,"126.9585297928","37.6069644475","196338.68601203995","456381.3816686063",N,서울,"100100341|100100344|100100499|100100360","7022|7211|7212|7730"
"01153","100000058",구기동,"126.9591017479","37.6070088003","196389.18482453027","456386.2816672218",N,서울,"100100341|100100344|100100499|100100360","7022|7211|7212|7730"
"01154","100000059",승가사입구,"126.956482","37.61148","196158.12313764385","456882.5869617434",N,서울,"100100499|100100499|100100360","7212|7212|7730"
"01155","100000060",갑을씨티텔앞,"126.9635350292","37.6043709709","196780.47563380175","456093.3816194618",N,서울,"100100131|100100015|100100032|100100185|100100344","1020|110B국민대|153|1711|7211"
"01156","100000061",평창파출소,"126.9660432906","37.6053223656","197001.97043186735","456198.88163178414",N,서울,"100100131|100100015|100100032|100100185|100100344","1020|110B국민대|153|1711|7211"
"01157","100000062",평창동주민센터,"126.9695663093","37.6066073749","197313.06312381086","456341.38165387465",N,서울,"100100131|100100015|100100032|100100185|100100344|107000004","1020|110B국민대|153|1711|7211|8003"
"01158","100000063",일성아파트,"126.9729985215","37.6087663115","197616.15599763242","456580.881681127",N,서울,"100100131|100100015|100100032|100100185|100100344|107000004","1020|110B국민대|153|1711|7211|8003"
"01159","100000064",롯데아파트,"126.9764662019","37.6104295575","197922.34880858887","456765.3817085321",N,서울,"100100131|100100015|100100032|100100185|100100344|107000004","1020|110B국민대|153|1711|7211|8003"
"01160","100000065",롯데아파트,"126.976652","37.610248","197938.74674492108","456745.22886351263",N,서울,"100100131|100100016|100100032|100100185|100100344","1020|110A고려대|153|1711|7211"
"01161","100000066",벽산평창힐스아파트,"126.972797","37.60819","197598.34600227553","456516.92937940545",N,서울,"100100131|100100016|100100032|100100185|100100344","1020|110A고려대|153|1711|7211"
"01162","100000067",예능교회,"126.97","37.606517","197351.34970702813","456331.3397808061",N,서울,"100100131|100100016|100100032|100100185|100100344","1020|110A고려대|153|1711|7211"
"01163","100000068",서울예술고등학교.평창동주민센터,"126.9676276108","37.6057787606","197141.8671419659","456249.4816400497",N,서울,"100100131|100100016|100100032|100100185|100100344","1020|110A고려대|153|1711|7211"
"01164","100000069",화정박물관,"126.9648102665","37.6045038178","196893.07298652842","456108.0816258006",N,서울,"100100131|100100016|100100032|100100185|100100344","1020|110A고려대|153|1711|7211"
"01167","100000072",독립문역.서대문형무소역사관,"126.9594644024","37.5732126863","196419.5841111665","452635.68115442107",N,서울,"100100446|100100363","7025|7737"
"01168","100000073",서대문.서울시교육청,"126.9645273358","37.5682538056","196866.57361313395","452085.1810826338",N,서울,"104000007|104000007|100100036|100100073|100100086|100100342|100100114|100100565","01A|01A|171|470|601|7024|750A|750B"
"01171","100000075",독립문,"126.9615632709","37.5711733169","196604.87975417546","452409.28112266026",N,서울,"104000007|104000007|100100036","01A|01A|171"
"01172","100000076",창덕궁.서울돈화문국악당,"126.9885394479","37.5775405746","198987.77445875827","453115.2648160751",N,서울,"104000008|104000008|100100014|100100030|100100034|100100036|100100037|100100048|100100446|100100110","01B|01B|109|151|162|171|172|272|7025|710"
"01173","100000077",서린동.SK서린빌딩,"126.9802681756","37.5692423794","198257.04094257788","452194.4810874569",Y,서울,"100100338","7018"
"01174","100000078",청계1가.광교,"126.9849267193","37.568684389","198668.53127575965","452132.481083611",N,서울,"110000002","173"
"01175","100000079",청계2가.수표교,"126.9915405348","37.5686178912","199252.74904962396","452125.02824285487",N,서울,"110000002","173"
"01176","100000080",청계4가.세운교,"126.9964906282","37.5688691218","199690.00728290502","452152.8810775867",N,서울,"110000002","173"
"01177","100000081",청계5가.광장시장,"126.9997973605","37.5694512793","199982.10042029177","452217.4810868106",N,서울,"110000002","173"
"01198","100000102",원남동,"126.9973383362","37.5745325055","199764.905526738","452781.38116180245",N,서울,"100100549|100100009|100100011|100100019|100100022|100100029|100100033|100100049|100100086","100|104|106|140|143|150|160|273|601"
"01199","100000103",창덕궁.우리소리박물관,"126.988634944","37.5772728631","198996.20532690597","453085.55407541525",N,서울,"104000007|104000007|100100014|100100030|100100034|100100036|100100037|100100048|100100086|100100446|100100110","01A|01A|109|151|162|171|172|272|601|7025|710"
"01200","100000104",안국역.종로경찰서.인사동,"126.9842425956","37.5757849018","198608.23269372378","452920.48118655244",N,서울,"104000007|104000007|100100002|100100002|100100002|106000002|100100014|100100030|100100034|100100036|100100037|100100048|100100110","01A|01A|03|03|03|04|109|151|162|171|172|272|710"
"01201","100000105",조계사,"126.9832244185","37.5723660209","198518.23481020067","452541.08113790303",N,서울,"100100030|100100034|100100037|100100062|100100064|100100341|100100107","151|162|172|401|406|7022|704"
"01202","100000106",조계사,"126.9828258888","37.5724858087","198483.03563214498","452554.3811306185",N,서울,"100100131|100100014|100100030|100100034|100100037|100100091","1020|109|151|162|172|606"
"01203","100000107",안국동,"126.9827201116","37.5746105669","198473.73585034406","452790.18116405327",N,서울,"100100131|100100034|100100091","1020|162|606"
"01204","100000108",종로5가.효제동.김상옥의거터,"127.00223","37.5745","200196.9673642662","452777.77282074373",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100019|100100022|100100029|100100033|100100049","100|102|104|106|107|108|140|143|150|160|273"
"01205","100000109",종로5가.효제초등학교,"127.0021442279","37.5728790133","200189.39554825358","452597.8811413939",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100019|100100029|100100033|100100049|100100446","100|102|104|106|107|108|140|150|160|273|7025"
"01212","100000116",종로5가,"127.0021826522","37.5705596025","200192.7954722442","452340.4811090296",N,서울,"100100549|100100009|100100189","100|104|2014"
"01213","100000117",청계6가.동대문시장,"127.0028494203","37.5698351103","200251.69408752176","452260.08109249873",N,서울,"110000002","173"
"01214","100000118",동대문,"127.0084126252","37.5717262368","200743.0825441819","452469.9811213678",N,서울,"104000007|104000007|100100007|100100012|100100013|100100051|100100446|100100592","01A|01A|102|107|108|301|7025|N16"
"01215","100000119",충신동,"127.006278812","37.5740223509","200554.58697319403","452724.78116138885",N,서울,"104000007|104000007|100100007|100100012|100100013|100100191|100100051|100100446|100100592","01A|01A|102|107|108|2112|301|7025|N16"
"01217","100000121",충신동,"127.0063433807","37.5744602778","200560.28683465093","452773.3811632651",N,서울,"104000008|104000008|100100191|100100051|100100592","01B|01B|2112|301|N16"
"01218","100000122",현대그룹빌딩,"127.000533","37.575873","200047.07698546423","452930.1414513909",N,서울,"104000007|104000007|100100007|100100012|100100013|100100014|100100034|100100051|100100446|100100110","01A|01A|102|107|108|109|162|301|7025|710"
"01219","100000123",방송통신대.이화장,"127.002437","37.578043","200215.24068325726","453170.9633446769",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100014|100100019|100100022|100100029|100100033|100100034|100100191|100100049|100100051|100100110|100100592","100|102|104|106|107|108|109|140|143|150|160|162|2112|273|301|710|N16"
"01220","100000124",혜화역.마로니에공원,"127.0022769364","37.5811194873","200201.09527321794","453512.3812610535",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100014|100100019|100100022|100100029|100100033|100100034|100100191|100100049|100100051|100100110|100100592","100|102|104|106|107|108|109|140|143|150|160|162|2112|273|301|710|N16"
"01221","100000125",혜화역.서울대병원입구,"127.0019395272","37.5810636257","200171.29597630168","453506.18125720276",N,서울,"100100014|100100191|100100049|100100086|100100592","109|2112|273|601|N16"
"01222","100000126",방송통신대.이화장,"127.0019937965","37.5781296741","200176.0958651875","453180.5812209365",N,서울,"100100014|100100191|100100049|100100086|100100592","109|2112|273|601|N16"
"01223","100000127",이화동(이화장),"127.0006951494","37.576119355","200061.39855606627","452957.4811823424",N,서울,"104000008|104000008|100100014|100100049|100100086|100100446","01B|01B|109|273|601|7025"
"01224","100000128",창경궁.서울대학교병원,"126.9968717143","37.5788279947","199723.70649061544","453258.08122246247",N,서울,"100100030|100100036|100100037|100100048|100100086","151|171|172|272|601"
"01225","100000129",이화동(이화장),"127.0032708172","37.5759372914","200288.89321089681","452937.2811864498",N,서울,"104000007|104000007|100100007|100100012|100100013|100100051|100100446|100100592","01A|01A|102|107|108|301|7025|N16"
"01226","100000130",혜화동로터리,"127.0007246792","37.5857646257","200063.9984967558","454027.88133151876",Y,서울,"100100051","301"
"01227","100000131",명륜동2가.성균관대입구,"126.9993987623","37.5833334862","199946.9012489852","453758.08129707584",N,서울,"100100030|100100036|100100037|100100048|100100086","151|171|172|272|601"
"01228","100000132",혜화역.서울연극센터(장면총리가옥),"127.0013281701","37.584022814","200117.2972405816","453834.5813031611",N,서울,"100100014|100100191|100100049|100100086|100100592","109|2112|273|601|N16"
"01229","100000133",혜화역.동성중고(장면총리가옥),"127.0017176887","37.5845697705","200151.69643596234","453895.2813123483",N,서울,"100100549|100100007|100100009|100100011|100100012|100100013|100100014|100100019|100100022|100100029|100100033|100100034|100100191|100100049|100100110|100100592","100|102|104|106|107|108|109|140|143|150|160|162|2112|273|710|N16"
"01231","100000135",종로구민회관.창신동두산아파트,"127.0155555279","37.5740926792","201373.96772579625","452732.68115681317",N,서울,"100100021","142"
"01235","100000139",동묘역앞,"127.0156014431","37.5716849566","201378.06762827592","452465.48112812964",N,서울,"100100021|100100390","142|9403"
"01236","100000140",동묘역앞,"127.0159815838","37.5707570267","201411.6627801652","452362.508359049",N,서울,"100100021","142"
"01238","100000142",창신3동주민센터,"127.015178","37.578413","201340.54449482137","453212.13019009866",N,서울,"100100021","142"
"01239","100000143",숭인1동주민센터.창신역4번출구,"127.0155485759","37.5787720457","201373.26773864188","453251.98122685496",N,서울,"100100129|100100021","1014|142"
"01240","100000144",동묘역.롯데캐슬천지인,"127.0158023517","37.5741800523","201395.76721546266","452742.3811602816",Y,서울,"100100129|100100021","1014|142"
"01243","100000147",신설동로터리,"127.0227802373","37.5759288312","202012.05273321507","452936.5811903174",N,서울,"100100006|100100129|100100008|100100023|100100031|100100610","101|1014|103|144|152|N15"
"01246","100000150",구기동현대빌라,"126.956622","37.609682","196170.39048808796","456683.0441530477",N,서울,"100100499|100100499|100100360","7212|7212|7730"
"01247","100000151",광장시장,"126.9977437946","37.5694963125","199800.70467957086","452222.48108539917",N,서울,"100100549|100100009|100100019","100|104|140"
"01249","100000153",혜화경찰서,"126.9974787875","37.5725807445","199777.30523506127","452564.78113261145",N,서울,"100100049","273"
"01250","100000154",서울역사박물관.김구집무실(경교장),"126.9721318077","37.5699003386","197538.3578247512","452267.6811041385",N,서울,"100100339","7019"
"01251","100000155",청계3가.관수교,"126.9937793705","37.5686887917","199450.51291214398","452132.8810815932",N,서울,"110000002","173"
"01252","100000156",청계6가.버들다리,"127.0080377075","37.5699303868","200709.98331815004","452270.68109080894",N,서울,"110000002","173"
"01253","100000157",청계7가.맑은내다리,"127.0129554377","37.5699975315","201144.37311898655","452278.1810953943",N,서울,"110000002","173"
"01254","100000158",청계8가.영도교,"127.0182311268","37.5709465856","201610.36216829944","452383.5811140379",N,서울,"110000002","173"
"01256","100000159",원남동사거리,"126.9982146839","37.5757228744","199842.31244122842","452913.4823897006",N,서울,"104000007|104000007|100100014|100100034|100100446|100100110","01A|01A|109|162|7025|710"
"01262","100000165",숭인동,"127.0204373408","37.5742721533","201805.157595024","452752.68116188",N,서울,"100100191|100100061|100100112|100100390|100100591","2112|370|721|9403|N30"
"01267","100000169",조계사,"126.9831609226","37.572800338","198512.63493815198","452589.28114367044",N,서울,"100100389","9401"
"01272","100000174",세종문화회관,"126.9768672645","37.5739496467","197956.75896668228","452716.94568913337",N,서울,"100100389|100100398","9401|9703"
"01277","100000179",이화동(이화장),"127.002955","37.576257","200260.99770670506","452972.7604324827",N,서울,"104000008|104000008|100100191|100100051|100100592","01B|01B|2112|301|N16"
"01278","100000180",상명대정문,"126.9550207178","37.6016197182","196028.5932904536","455788.38158565713",Y,서울,"100100447","7016"
"01279","100000181",이북오도청,"126.9558882973","37.6130503244","196105.79147715608","457056.8817512761",N,서울,"100100499|100100499|100100360","7212|7212|7730"
"01286","100000188",상명대입구.세검정교회,"126.9597921957","37.5994435122","196449.7834006364","455546.68155257823",N,서울,"100100447|100100338|107000003","7016|7018|8002"
"01287","100000189",상명대입구.석파랑,"126.9581941404","37.5995718125","196308.68671719826","455560.9815563774",N,서울,"100100131|100100185|100100341|100100499","1020|1711|7022|7212"
"01288","100000190",종로중부새마을금고,"127.0065911394","37.5724174899","200582.18632671796","452546.68113605306",N,서울,"100100010|100100023|100100204|100100043|100100068|100100593|100100591","105|144|2233|261|420|N13|N30"
"01289","100000191",신설동로터리.신한은행앞.서울풍물시장,"127.0231182769","37.5743860974","202041.95203354137","452765.3811703827",N,서울,"110000002|100100409","173|421"
"01291","100000192",청계2가.삼일교,"126.9872214307","37.5684458702","198871.22651368717","452105.98107569106",N,서울,"110000002","173"
"01292","100000193",청계8가.황학교,"127.0227870051","37.5721307298","202012.75271875018","452515.08113256143",N,서울,"110000002","173"
"01763","100000330",종로1가,"126.980129","37.57037","198244.77369294607","452319.6230355669",N,서울,"100100131|100100014|100100091","1020|109|606"
"01293","100000355",평창동삼성아파트,"126.978368","37.610967","198090.2603607928","456824.98520839866",N,서울,"100100131|100100016|100100032|100100185|100100344","1020|110A고려대|153|1711|7211"
"13037","100000362",영천시장,"126.963006327","37.5696103835","196732.27676773994","452235.7811012678",N,서울,"100100103|100100339|100100340|100100104|100100105|100100107|100100587|100100111|123000010|100100117|100100397|100100398|100100585","701|7019|7021|702A서오릉|702B용두초교|704|705|720|741|752|9701|9703|N37"
"13036","100000363",영천시장,"126.9625329584","37.5699391328","196690.47774202126","452272.2811068054",N,서울,"104000008|104000008|100100103|100100339|100100340|100100342|100100104|100100105|100100107|100100587|123000011|100100111|123000010|100100114|100100565|100100117|100100397|100100585","01B|01B|701|7019|7021|7024|702A서오릉|702B용두초교|704|705|708|720|741|750A|750B|752|9701|N37"
"01245","100000364",동묘앞,"127.0178163138","37.5737292199","201573.66302896145","452692.3811590215",N,서울,"100100129","1014"
"01037","100000365",동대문(흥인지문),"127.0120461121","37.5719529259","201064.02321399935","452495.1732256394",N,서울,"100100006|100100008|100100010|100100023|100100031|100100038|100100191|100100204|100100042|100100043|100100044|100100046|100100047|100100061|100100068|100100111|100100112|100100593|100100610|100100586|100100591","101|103|105|144|152|201|2112|2233|260|261|262|270|271|370|420|720|721|N13|N15|N26|N30"
"01041","100000366",동묘앞,"127.0184514373","37.5737255179","201629.7617162771","452691.981150507",N,서울,"100100006|100100008|100100010|100100023|100100031|100100038|100100204|100100042|100100043|100100044|100100046|100100047|100100068|100100111|100100593|100100610|100100586","101|103|105|144|152|201|2233|260|261|262|270|271|420|720|N13|N15|N26"
"01044","100000367",동묘앞,"127.0196720085","37.5742434484","201737.55918234674","452749.48116265796",N,서울,"100100006|100100008|100100010|100100023|100100031|100100038|100100191|100100204|100100042|100100043|100100044|100100046|100100047|100100061|100100068|100100111|100100112|100100390|100100593|100100610|100100586|100100591","101|103|105|144|152|201|2112|2233|260|261|262|270|271|370|420|720|721|9403|N13|N15|N26|N30"
"01169","100000368",서대문역사거리.적십자병원,"126.9675878497","37.5671081521","197136.87582877823","451957.94289245876",N,서울,"100100073|100100086|100100107|100100111|123000010|100100585","470|601|704|720|741|N37"
"01295","100000369",안국역.종로경찰서.서울공예박물관,"126.984768262","37.5764011758","198654.673085037","452988.86551738065",N,서울,"100100014|100100030|100100034|100100037","109|151|162|172"
"01294","100000370",안국역.종로경찰서.인사동,"126.9855365486","37.5763329308","198722.5300090817","452981.2811961076",N,서울,"100100086|100100446","601|7025"
"01165","100000376",강북삼성병원,"126.9686004828","37.568145927","197226.3651603852","452073.08108155616",N,서울,"100100006","101"
"01008","100000379",서울역사박물관.경희궁앞,"126.970609","37.569412","197403.82882170173","452213.52799058426",N,서울,"100100008|100100029|100100033|100100042|100100046|100100047|100100049|100100061|100100112|100100586","103|150|160|260|270|271|273|370|721|N26"
"01007","100000380",서울역사박물관.경희궁앞,"126.97038","37.569135","197383.59106167173","452182.79386098357",N,서울,"100100033|100100042|100100046|100100047|100100049|100100061|100100073|100100085|100100087|100100104|100100105|100100587|100100111|100100112|123000010|100100397|100100586|100100585|101000001","160|260|270|271|273|370|470|600|602|702A서오릉|702B용두초교|705|720|721|741|9701|N26|N37|TOUR02"
"01009","100000384",광화문,"126.9752507511","37.570135474","197813.8659810666","452293.6984702577",N,서울,"100100033|100100042|100100046|100100047|100100049|100100061|100100073|100100104|100100105|100100587|100100111|100100112|123000010|100100397|100100586|100100585","160|260|270|271|273|370|470|702A서오릉|702B용두초교|705|720|721|741|9701|N26|N37"
"01010","100000385",광화문,"126.978085488","37.570216807","198064.2641639701","452302.6623485298",N,서울,"100100006|100100008|100100029|100100033|100100042|100100046|100100047|100100049|100100061|100100073|100100086|100100111|100100112|123000010|100100586|100100585","101|103|150|160|260|270|271|273|370|470|601|720|721|741|N26|N37"
"01011","100000386",종로1가,"126.9809105247","37.5701184824","198313.80092098215","452291.6961862976",N,서울,"100100006|100100029|100100033|100100042|100100046|100100047|100100049|100100061|100100073|100100077|100100111|100100112|100100499|123000010|100100586|100100585","101|150|160|260|270|271|273|370|470|501|720|721|7212|741|N26|N37"
"01012","100000387",종로1가,"126.9813906402","37.5702290311","198356.2126001542","452303.9559849426",N,서울,"100100006|100100008|100100029|100100033|100100042|100100046|100100047|100100049|100100061|100100073|100100086|100100111|100100112|100100499|123000010|100100586|100100585","101|103|150|160|260|270|271|273|370|470|601|720|721|7212|741|N26|N37"
"01013","100000388",종로2가,"126.9855426998","37.5701386788","198722.9675375287","452293.8644756656",N,서울,"100100006|100100008|100100022|100100029|100100033|100100038|100100042|100100044|100100046|100100047|100100049|100100061|100100073|100100077|100100111|100100112|100100499|123000010|100100610|100100586|100100585|100100588","101|103|143|150|160|201|260|262|270|271|273|370|470|501|720|721|7212|741|N15|N26|N37|N62"
