순번,ROUTE_ID,ROUTE_NM,STA_ORDER,STATION_NM,STATION_ID,MOBILE_NO
65352,228000113,9-1,22,영문리,228000386,29947
65353,228000113,9-1,23,영문2리,228002092,47343
65354,228000113,9-1,24,마성1리,228000385,29951
65355,228000113,9-1,25,마성1리,228000382,29952
65356,228000113,9-1,26,영문2리,228002052,47965
65357,228000113,9-1,27,영문리,228000381,29948
65358,228000113,9-1,28,배머루마을,228001640,47511
65359,228000113,9-1,29,고은유치원,228001439,47477
65360,228000113,9-1,30,포곡초교사거리앞,228001622,47520
65361,228000113,9-1,31,포곡읍행정복지센터,228001159,29501
65362,228000113,9-1,32,포곡농협.대륙,228001157,29491
65363,228000113,9-1,33,포곡고등학교,228001865,47732
65364,228000113,9-1,34,55사단앞.삼성쉐르빌아파트,228001155,47534
65365,228000113,9-1,35,둔전,228001153,29472
65366,228000113,9-1,36,둔전농협앞,228001740,47705
65367,228000113,9-1,37,신원아파트,228001151,29463
65368,228000113,9-1,38,둔전역.인정멜로디아파트,228000329,29455
65369,228000113,9-1,39,둔전다리,228000328,29442
65370,228000113,9-1,40,화원,228000327,29444
65371,228000113,9-1,41,유림동.방축,228000326,29447
65372,228000113,9-1,42,상유곡.버드실,228000325,29445
65373,228000113,9-1,43,유림동행정복지센터,228000324,29446
65374,228000113,9-1,44,무수막,228000323,29448
65375,228000113,9-1,45,고진역입구,228000322,29450
65376,228000113,9-1,46,운동장.송담대역,228000321,29429
65377,228000113,9-1,47,용인터미널,228000197,29436
65378,228000113,9-1,48,용인터미널(경유),277102695,
65379,228000119,83-1,1,용인터미널,228001552,47634
65380,228000119,83-1,2,터미널사거리(경유),277102487,
65381,228000119,83-1,3,처인구청후문,228000752,29418
65382,228000119,83-1,4,문예회관입구,228000751,29416
65383,228000119,83-1,5,주공아파트,228000750,29411
65384,228000119,83-1,6,중앙지구대,228000446,29412
65385,228000119,83-1,7,처인구청.용인헌혈의집,228000445,29420
65386,228000119,83-1,8,용인시장.시장약국,228000444,29425
65387,228000119,83-1,9,포브스병원,228000443,29439
65388,228000119,83-1,10,우성아파트,228000442,29460
65389,228000119,83-1,11,동부동행정복지센터,228000773,29471
65390,228000119,83-1,12,라이프아파트,228000664,29457
65391,228000119,83-1,13,용인예술과학대학교,228000663,29464
65392,228000119,83-1,14,기후변화체험교육센터.삼삼부락,228001508,29883
65393,228000119,83-1,15,삼삼부락마을회관,228000662,29488
65394,228000119,83-1,16,목동야목농원,228001509,29885
65395,228000119,83-1,17,운학과학화예비군훈련장,228000661,29497
65396,228000119,83-1,18,별학,228000660,29508
65397,228000119,83-1,19,백마기도원,228000659,29519
65398,228000119,83-1,20,장재미,228001511,29888
65399,228000119,83-1,21,운학초등학교,228000658,29532
65400,228000119,83-1,22,내어둔마을회관앞,228001521,47541
65401,228000119,83-1,23,엘에스시스템,228000657,47522
65402,228000119,83-1,24,예직,228000656,29558
65403,228000119,83-1,25,해곡동,228001718,29889
65404,228000119,83-1,26,별미,228001714,29563
65405,228000119,83-1,27,석유비축기지앞,228001520,47444
65406,228000119,83-1,28,해실리,228000454,47119
65407,228000119,83-1,29,석유비축기지앞,228000452,47600
65408,228000119,83-1,30,와우정사,228001514,29573
65409,228000119,83-1,31,해곡동,228000611,47638
65410,228000119,83-1,32,석유비축기지앞,228001520,47444
65411,228000119,83-1,33,해실리,228000454,47119
65412,228000119,83-1,34,해곡동(경유),277101914,
65413,228000119,83-1,35,석유비축기지앞,228000452,47600
65414,228000119,83-1,36,별미,228000610,29566
65415,228000119,83-1,37,해곡동,228000609,29562
65416,228000119,83-1,38,예직,228000608,29559
65417,228000119,83-1,39,엘에스시스템,228000607,47326
65418,228000119,83-1,40,내어둔마을회관앞,228001521,47541
65419,228000119,83-1,41,운학동,228000606,47637
65420,228000119,83-1,42,장재미,228000605,29522
65421,228000119,83-1,43,백마기도원,228001510,29887
65422,228000119,83-1,44,별학,228000604,29510
65423,228000119,83-1,45,운학과학화예비군훈련장,228001741,47706
65424,228000119,83-1,46,목동야목농원,228000603,29495
65425,228000119,83-1,47,삼삼부락마을회관,228000602,29489
65426,228000119,83-1,48,기후변화체험교육센터.삼삼부락,228000601,29884
65427,228000119,83-1,49,용인예술과학대학교,228000600,29462
65428,228000119,83-1,50,라이프아파트,228000599,29458
65429,228000119,83-1,51,동부동행정복지센터,228000773,29471
65430,228000119,83-1,52,우성아파트,228000451,29461
65431,228000119,83-1,53,포브스병원,228000450,29441
65432,228000119,83-1,54,용인시장.시장약국,228000449,29428
65433,228000119,83-1,55,처인구청.용인헌혈의집,228000448,29419
65434,228000119,83-1,56,중앙지구대,228000447,29413
65435,228000119,83-1,57,주공아파트,228001299,29410
65436,228000119,83-1,58,문예회관입구,228001300,29415
65437,228000119,83-1,59,처인구청후문,228000774,29417
65438,228000119,83-1,60,용인터미널,228000197,29436
65439,228000119,83-1,61,용인터미널(경유),277102695,
65440,228000128,73,1,백암터미널,228001240,29713
65441,228000128,73,2,백암면행정복지센터,228002184,56043
65442,228000128,73,3,백암(경유),277102589,
65443,228000128,73,4,원터,228000563,29831
65444,228000128,73,5,원터다리,228001165,29832
65445,228000128,73,6,사은.양양물류센타,228000561,29728
65446,228000128,73,7,백봉,228001613,47192
65447,228000128,73,8,고안1리마을회관,228001873,47793
65448,228000128,73,9,대우연수원입구,228001875,47790
65449,228000128,73,10,주천,228001614,47660
65450,228000128,73,11,고안4리,228001930,47882
65451,228000128,73,12,고안3리,228001933,47885
65452,228000128,73,13,아곡,228000558,47199
65453,228000128,73,14,주평,231000414,34474
65454,228000128,73,15,아송입구,231000407,33685
65455,228000128,73,16,아송마을,228000593,47434
65456,228000128,73,17,아송회관,228001416,47642
65457,228000128,73,18,아송마을,228000594,47451
65458,228000128,73,19,주평,231000415,34475
65459,228000128,73,20,고안3리,228001932,47886
65460,228000128,73,21,고안4리,228001931,47884
65461,228000128,73,22,대우연수원입구,228001874,47791
65462,228000128,73,23,고안1리마을회관,228001872,47792
65463,228000128,73,24,백봉초등학교,228001876,47759
65464,228000128,73,25,사은,228000554,29727
65465,228000128,73,26,신대촌,228000553,29725
65466,228000128,73,27,원터다리,228000552,29723
65467,228000128,73,28,원터,228000551,29722
65468,228000128,73,29,백암면행정복지센터,228002185,56044
65469,228000128,73,30,백암터미널,228001584,47447
65470,228000130,84-1,1,용인터미널,228001552,47634
65471,228000130,84-1,2,터미사거리(경유),277102443,
65472,228000130,84-1,3,포브스병원,228000443,29439
65473,228000130,84-1,4,우성아파트,228000442,29460
65474,228000130,84-1,5,동부동행정복지센터,228000773,29471
65475,228000130,84-1,6,신흥,228000772,29502
65476,228000130,84-1,7,삼박곡,228000771,29520
65477,228000130,84-1,8,신평리,228000770,29527
65478,228000130,84-1,9,송문3리,228000769,29553
65479,228000130,84-1,10,송문리,228000768,29556
65480,228000130,84-1,11,용인장례식장,228001162,29825
65481,228000130,84-1,12,남곡리,228000767,29565
65482,228000130,84-1,13,은이성지,228000597,47597
65483,228000130,84-1,14,우영테크앞,228000591,47116
65484,228000130,84-1,15,양지어린이집,228001556,47159
65485,228000130,84-1,16,삼거리상회,228001561,47155
65486,228000130,84-1,17,용동중학교,228001563,47449
65487,228000130,84-1,18,양지사거리,228000530,29834
65488,228000130,84-1,19,금륜사,228000587,47328
65489,228000130,84-1,20,금륜사,228000584,47329
65490,228000130,84-1,21,양지사거리,228000583,29577
65491,228000130,84-1,22,용동중학교,228001562,47450
65492,228000130,84-1,23,삼거리상회,228001560,47156
65493,228000130,84-1,24,양지어린이집,228001557,47158
65494,228000130,84-1,25,우영테크앞,228000591,47116
65495,228000130,84-1,26,남곡리,228000759,29564
65496,228000130,84-1,27,용인장례식장,228002148,47996
65497,228000130,84-1,28,송문리,228000758,29557
65498,228000130,84-1,29,송문3리,228000757,29552
65499,228000130,84-1,30,신평리,228000756,29533
65500,228000130,84-1,31,삼박곡,228000755,29521
65501,228000130,84-1,32,신흥,228000754,29494
65502,228000130,84-1,33,동부동행정복지센터,228000753,47333
65503,228000130,84-1,34,우성아파트,228000451,29461
65504,228000130,84-1,35,포브스병원,228000450,29441
65505,228000130,84-1,36,용인터미널,228000197,29436
65506,228000130,84-1,37,용인터미널(경유),277102695,
65507,228000132,95-1,1,용인터미널,228001552,47634
65508,228000132,95-1,2,터미사거리(경유),277102443,
65509,228000132,95-1,3,공설운동장,228000418,47121
65510,228000132,95-1,4,용마초교,228001543,47489
65511,228000132,95-1,5,서울병원,228000439,47307
65512,228000132,95-1,6,덕영고등학교.고림5통마을회관,228000438,47308
65513,228000132,95-1,7,고림고등학교,228000437,47573
65514,228000132,95-1,8,단사마을,228001544,47538
65515,228000132,95-1,9,명성주유소,228001753,47719
65516,228000132,95-1,10,예진마을입구,228000266,29912
65517,228000132,95-1,11,용샘주유소,228001296,29916
65518,228000132,95-1,12,임원,228000275,29918
65519,228000132,95-1,13,예원마을입구,228000274,47196
65520,228000132,95-1,14,주북3리,228000255,47281
65521,228000132,95-1,15,주북3리.가장골,228000254,47096
65522,228000132,95-1,16,대대2리.하리.용인로뎀파크,228000253,47282
65523,228000132,95-1,17,대대리,228000252,47587
65524,228000132,95-1,18,대대1리.윗한터,228000251,47283
65525,228000132,95-1,19,한터초등학교,228000250,47284
65526,228000132,95-1,20,대대저수지,228001723,47071
65527,228000132,95-1,21,무량골,228000249,47588
65528,228000132,95-1,22,대대3리.아시아나CC입구,228000248,47285
65529,228000132,95-1,23,정수리,228000247,47286
65530,228000132,95-1,24,추곡리마을입구,234000078,38621
65531,228000132,95-1,25,백련암,234000822,38690
65532,228000132,95-1,26,유정낚시터,234000820,38692
65533,228000132,95-1,27,추곡리작은안나의집,234000077,38622
65534,228000132,95-1,28,유정교,234000818,38887
65535,228000132,95-1,29,유정1리,234000076,38804
65536,228000132,95-1,30,유정1리입구,234000075,38623
65537,228000132,95-1,31,도척성당,234000808,38890
