"arsId","dist","takeMin","stationId","subwayLine","subwayNm"
"09108","198","1","108000020","우이신설경전철","4.19민주묘지"
"09278","220","2","108000190","우이신설경전철","4.19민주묘지"
"10221","221","2","109000135","우이신설경전철","4.19민주묘지"
"09109","224","2","108000021","우이신설경전철","4.19민주묘지"
"09107","226","2","108000019","우이신설경전철","4.19민주묘지"
"09110","228","2","108000022","우이신설경전철","4.19민주묘지"
"09111","256","2","108000023","우이신설경전철","4.19민주묘지"
"09112","346","3","108000024","우이신설경전철","4.19민주묘지"
"09113","363","3","108000025","우이신설경전철","4.19민주묘지"
"09862","363","3","108900221","우이신설경전철","4.19민주묘지"
"09197","365","3","108000109","우이신설경전철","4.19민주묘지"
"09196","379","3","108000108","우이신설경전철","4.19민주묘지"
"09857","381","3","108900026","우이신설경전철","4.19민주묘지"
"09311","482","4","108000371","우이신설경전철","4.19민주묘지"
"09310","485","4","108000372","우이신설경전철","4.19민주묘지"
"09125","579","5","108000037","우이신설경전철","4.19민주묘지"
"09531","582","5","108900218","우이신설경전철","4.19민주묘지"
"09871","586","5","108900224","우이신설경전철","4.19민주묘지"
"09194","591","5","108000106","우이신설경전철","4.19민주묘지"
"09195","595","5","108000107","우이신설경전철","4.19민주묘지"
"10528","604","6","109900092","우이신설경전철","4.19민주묘지"
"09120","611","6","108000032","우이신설경전철","4.19민주묘지"
"61001","112","1","207000029","1호선","가능"
"61169","125","1","207000021","1호선","가능"
"0","155","1","207000434","1호선","가능"
"0","211","2","207000458","1호선","가능"
"0","232","2","207000459","1호선","가능"
"0","233","2","207000198","1호선","가능"
"0","298","2","207000194","1호선","가능"
"61171","338","3","207000022","1호선","가능"
"61120","354","3","207000034","1호선","가능"
"61014","360","3","207000028","1호선","가능"
"0","392","3","207000457","1호선","가능"
"0","395","3","207000456","1호선","가능"
"61003","424","4","207000152","1호선","가능"
"0","485","4","207000463","1호선","가능"
"0","540","5","207000432","1호선","가능"
"0","570","5","207000339","1호선","가능"
"24385","128","1","123000294","3호선","가락시장"
"24444","163","1","123000352","3호선","가락시장"
"24380","176","1","123000289","3호선","가락시장"
"24009","190","1","123000009","3호선","가락시장"
"24363","194","1","123000272","3호선","가락시장"
"24386","206","2","123000295","3호선","가락시장"
"24010","251","2","123000010","3호선","가락시장"
"24395","252","2","123000609","3호선","가락시장"
"24335","258","2","123000245","3호선","가락시장"
"24334","317","3","123000244","3호선","가락시장"
"24364","342","3","123000273","3호선","가락시장"
"24379","433","4","123000288","3호선","가락시장"
"24382","463","4","123000291","3호선","가락시장"
"24012","488","4","123000012","3호선","가락시장"
"24377","520","5","123000286","3호선","가락시장"
"24387","532","5","123000296","3호선","가락시장"
"24333","537","5","123000243","3호선","가락시장"
"24378","551","5","123000287","3호선","가락시장"
"24011","576","5","123000011","3호선","가락시장"
"24385","128","1","123000294","8호선","가락시장"
"24444","163","1","123000352","8호선","가락시장"
"24380","176","1","123000289","8호선","가락시장"
"24009","190","1","123000009","8호선","가락시장"
"24363","194","1","123000272","8호선","가락시장"
"24386","206","2","123000295","8호선","가락시장"
"24010","251","2","123000010","8호선","가락시장"
"24395","252","2","123000609","8호선","가락시장"
"24335","258","2","123000245","8호선","가락시장"
"24334","317","3","123000244","8호선","가락시장"
"24364","342","3","123000273","8호선","가락시장"
"24379","433","4","123000288","8호선","가락시장"
"24382","463","4","123000291","8호선","가락시장"
"24012","488","4","123000012","8호선","가락시장"
"24377","520","5","123000286","8호선","가락시장"
"24387","532","5","123000296","8호선","가락시장"
"24333","537","5","123000243","8호선","가락시장"
"24378","551","5","123000287","8호선","가락시장"
"24011","576","5","123000011","8호선","가락시장"
"18226","46","1","117000138","1호선","가산디지털단지"
"18834","52","1","117900044","1호선","가산디지털단지"
"18209","55","1","117000123","1호선","가산디지털단지"
"18503","65","1","117900140","1호선","가산디지털단지"
"18594","129","1","117900055","1호선","가산디지털단지"
"18107","132","1","117000021","1호선","가산디지털단지"
"18240","140","1","117000926","1호선","가산디지털단지"
"18797","145","1","117900023","1호선","가산디지털단지"
"18106","146","1","117000020","1호선","가산디지털단지"
"18603","162","1","117900218","1호선","가산디지털단지"
"18208","166","1","117000122","1호선","가산디지털단지"
"18227","210","2","116000615","1호선","가산디지털단지"
"18999","234","2","117000315","1호선","가산디지털단지"
"18215","292","2","117000129","1호선","가산디지털단지"
"18798","296","2","116900305","1호선","가산디지털단지"
"78401","296","2","277101639","1호선","가산디지털단지"
"18210","314","3","117000124","1호선","가산디지털단지"
"18223","323","3","117000135","1호선","가산디지털단지"
"18109","330","3","117000023","1호선","가산디지털단지"
"18617","330","3","117900050","1호선","가산디지털단지"
"18586","367","3","117900058","1호선","가산디지털단지"
"18104","369","3","117000018","1호선","가산디지털단지"
"18207","369","3","117000121","1호선","가산디지털단지"
"18222","378","3","117000134","1호선","가산디지털단지"
"17132","397","3","116000046","1호선","가산디지털단지"
"18108","411","4","117000022","1호선","가산디지털단지"
"18592","411","4","116900302","1호선","가산디지털단지"
"18224","413","4","117000136","1호선","가산디지털단지"
"18105","423","4","117000019","1호선","가산디지털단지"
"17131","428","4","116000045","1호선","가산디지털단지"
"17133","433","4","116000047","1호선","가산디지털단지"
"17245","534","5","116000153","1호선","가산디지털단지"
"18103","534","5","117000017","1호선","가산디지털단지"
"17121","535","5","116000035","1호선","가산디지털단지"
"18783","536","5","117900144","1호선","가산디지털단지"
"18792","542","5","117900028","1호선","가산디지털단지"
"17120","552","5","116000034","1호선","가산디지털단지"
"18589","593","5","117900217","1호선","가산디지털단지"
"18699","595","5","117000931","1호선","가산디지털단지"
"18114","635","6","117000028","1호선","가산디지털단지"
"18209","28","1","117000123","7호선","가산디지털단지"
"18503","42","1","117900140","7호선","가산디지털단지"
"18834","47","1","117900044","7호선","가산디지털단지"
"18226","51","1","117000138","7호선","가산디지털단지"
"18107","107","1","117000021","7호선","가산디지털단지"
"18594","108","1","117900055","7호선","가산디지털단지"
"18797","126","1","117900023","7호선","가산디지털단지"
"18603","129","1","117900218","7호선","가산디지털단지"
"18106","133","1","117000020","7호선","가산디지털단지"
"18240","148","1","117000926","7호선","가산디지털단지"
"18208","150","1","117000122","7호선","가산디지털단지"
"18999","195","1","117000315","7호선","가산디지털단지"
"18227","211","2","116000615","7호선","가산디지털단지"
"18210","280","2","117000124","7호선","가산디지털단지"
"18223","295","2","117000135","7호선","가산디지털단지"
"18109","301","3","117000023","7호선","가산디지털단지"
"18215","308","3","117000129","7호선","가산디지털단지"
"18798","320","3","116900305","7호선","가산디지털단지"
"78401","323","3","277101639","7호선","가산디지털단지"
"18207","336","3","117000121","7호선","가산디지털단지"
"18586","353","3","117900058","7호선","가산디지털단지"
"18617","354","3","117900050","7호선","가산디지털단지"
"18108","381","3","117000022","7호선","가산디지털단지"
"18104","386","3","117000018","7호선","가산디지털단지"
"18222","396","3","117000134","7호선","가산디지털단지"
"18592","399","3","116900302","7호선","가산디지털단지"
"17132","412","4","116000046","7호선","가산디지털단지"
"18224","419","4","117000136","7호선","가산디지털단지"
"18105","427","4","117000019","7호선","가산디지털단지"
"17131","447","4","116000045","7호선","가산디지털단지"
"17133","462","4","116000047","7호선","가산디지털단지"
"18742","465","4","117000278","7호선","가산디지털단지"
"18671","468","4","117000209","7호선","가산디지털단지"
"18581","496","4","117900061","7호선","가산디지털단지"
"18783","553","5","117900144","7호선","가산디지털단지"
"17245","565","5","116000153","7호선","가산디지털단지"
"18103","565","5","117000017","7호선","가산디지털단지"
"17121","568","5","116000035","7호선","가산디지털단지"
"18699","572","5","117000931","7호선","가산디지털단지"
"18792","572","5","117900028","7호선","가산디지털단지"
"18589","573","5","117900217","7호선","가산디지털단지"
"17120","584","5","116000034","7호선","가산디지털단지"
"18114","612","6","117000028","7호선","가산디지털단지"
"16259","43","1","115000162","9호선","가양"
"16260","127","1","115000163","9호선","가양"
"16134","129","1","115000038","9호선","가양"
"16963","130","1","115900154","9호선","가양"
"16535","143","1","115900044","9호선","가양"
"16136","204","2","115000040","9호선","가양"
"16986","209","2","115900147","9호선","가양"
"16257","211","2","115000160","9호선","가양"
"16258","216","2","115000161","9호선","가양"
"16135","274","2","115000039","9호선","가양"
"16979","282","2","115900174","9호선","가양"
"16368","315","3","115000263","9호선","가양"
"16369","317","3","115000264","9호선","가양"
"16237","321","3","115000140","9호선","가양"
"16238","326","3","115000141","9호선","가양"
"16263","339","3","115000927","9호선","가양"
"16344","341","3","115000246","9호선","가양"
"16239","350","3","115000142","9호선","가양"
"16558","388","3","115900025","9호선","가양"
"16261","398","3","115000164","9호선","가양"
"16367","405","4","115000262","9호선","가양"
"16345","411","4","115000247","9호선","가양"
"16978","427","4","115900173","9호선","가양"
"16138","430","4","115000042","9호선","가양"
"16137","437","4","115000041","9호선","가양"
"16241","439","4","115000144","9호선","가양"
"16977","448","4","115900172","9호선","가양"
"16235","453","4","115000138","9호선","가양"
"16332","473","4","115000234","9호선","가양"
"16240","475","4","115000143","9호선","가양"
"16236","478","4","115000139","9호선","가양"
"16262","478","4","115000165","9호선","가양"
"16989","579","5","115000903","9호선","가양"
"0","583","5","277103403","9호선","가양"
"16990","616","6","115000902","9호선","가양"
"0","617","6","277103402","9호선","가양"
"16010","678","6","115000591","9호선","가양"
"09829","133","1","108900236","우이신설경전철","가오리"
"09591","138","1","108900233","우이신설경전철","가오리"
"09822","167","1","108900235","우이신설경전철","가오리"
"09122","176","1","108000034","우이신설경전철","가오리"
"09597","179","1","108900234","우이신설경전철","가오리"
"09123","193","1","108000035","우이신설경전철","가오리"
"09119","272","2","108000031","우이신설경전철","가오리"
"09832","276","2","108900043","우이신설경전철","가오리"
"09118","300","3","108000030","우이신설경전철","가오리"
"09583","306","3","108900108","우이신설경전철","가오리"
"09117","325","3","108000029","우이신설경전철","가오리"
"09116","350","3","108000028","우이신설경전철","가오리"
"09131","354","3","108000043","우이신설경전철","가오리"
"09121","358","3","108000033","우이신설경전철","가오리"
"09130","362","3","108000042","우이신설경전철","가오리"
"09845","386","3","108900032","우이신설경전철","가오리"
"09120","393","3","108000032","우이신설경전철","가오리"
"09566","404","4","108900116","우이신설경전철","가오리"
"09115","445","4","108000027","우이신설경전철","가오리"
"09815","469","4","108900054","우이신설경전철","가오리"
"09682","473","4","108900093","우이신설경전철","가오리"
"09114","484","4","108000026","우이신설경전철","가오리"
"09132","493","4","108000044","우이신설경전철","가오리"
"09126","577","5","108000038","우이신설경전철","가오리"
"09127","615","6","108000039","우이신설경전철","가오리"
"42070","339","3","168000070","인천2호선","가재울"
"42069","350","3","168000069","인천2호선","가재울"
"42061","547","5","168000061","인천2호선","가재울"
"0","305","3","168001051","인천2호선","가정"
"0","366","3","168001078","인천2호선","가정"
"0","371","3","168001050","인천2호선","가정"
"0","375","3","168001075","인천2호선","가정"
"0","499","4","168001071","인천2호선","가정"
"0","558","5","168001072","인천2호선","가정"
"0","400","4","168000220","인천2호선","가정중앙시장"
"0","414","4","168000225","인천2호선","가정중앙시장"
"0","518","5","168001072","인천2호선","가정중앙시장"
"0","543","5","168001050","인천2호선","가정중앙시장"
"0","548","5","168001071","인천2호선","가정중앙시장"
"0","562","5","168001075","인천2호선","가정중앙시장"
"13005","55","1","112000005","경의중앙선","가좌"
"14342","57","1","113000495","경의중앙선","가좌"
"13747","86","1","112900044","경의중앙선","가좌"
"14343","91","1","113000496","경의중앙선","가좌"
"13107","155","1","112000024","경의중앙선","가좌"
"13006","167","1","112000006","경의중앙선","가좌"
"13940","192","1","112900159","경의중앙선","가좌"
"14350","230","2","113000442","경의중앙선","가좌"
"92613","232","2","112000394","경의중앙선","가좌"
"13109","250","2","112000026","경의중앙선","가좌"
"14352","250","2","113000440","경의중앙선","가좌"
"14353","258","2","113000439","경의중앙선","가좌"
"13996","280","2","112000435","경의중앙선","가좌"
"14351","280","2","113000441","경의중앙선","가좌"
"13182","290","2","112000099","경의중앙선","가좌"
"13715","291","2","112900050","경의중앙선","가좌"
"14901","294","2","113900164","경의중앙선","가좌"
"13181","306","3","112000098","경의중앙선","가좌"
"13007","316","3","112000007","경의중앙선","가좌"
"14716","326","3","113900266","경의중앙선","가좌"
"13850","328","3","112900009","경의중앙선","가좌"
"14198","373","3","113000107","경의중앙선","가좌"
"14199","377","3","113000108","경의중앙선","가좌"
"14920","429","4","113900176","경의중앙선","가좌"
"14156","435","4","113000065","경의중앙선","가좌"
"14157","457","4","113000066","경의중앙선","가좌"
"14661","462","4","113900080","경의중앙선","가좌"
"14671","478","4","113900085","경의중앙선","가좌"
"14916","485","4","113900174","경의중앙선","가좌"
"14678","504","5","113900090","경의중앙선","가좌"
"14907","505","5","113900167","경의중앙선","가좌"
"13004","517","5","112000004","경의중앙선","가좌"
"14185","529","5","113000094","경의중앙선","가좌"
"13261","536","5","112000178","경의중앙선","가좌"
"13260","544","5","112000177","경의중앙선","가좌"
"13003","573","5","112000003","경의중앙선","가좌"
"14913","658","6","113900171","경의중앙선","가좌"
"14597","672","6","113900077","경의중앙선","가좌"
"59023","142","1","228001134","수인분당선","구성"
"59022","181","1","228001093","수인분당선","구성"
"29201","234","2","228001094","수인분당선","구성"
"29206","258","2","228001133","수인분당선","구성"
"0","422","4","228001135","수인분당선","구성"
"44852","349","3","239000883","경춘선","가평"
"0","370","3","239000334","경춘선","가평"
"0","43","1","165000460","인천1호선","간석오거리"
"0","72","1","166000032","인천1호선","간석오거리"
"0","28","1","221000217","경춘선","갈매"
"22010","59","1","221000154","경춘선","갈매"
"22198","93","1","221000125","경춘선","갈매"
"78377","156","1","277102496","경춘선","갈매"
"0","218","2","277102939","경춘선","갈매"
"22281","325","3","221000350","경춘선","갈매"
"22312","343","3","221000192","경춘선","갈매"
"0","380","3","277102940","경춘선","갈매"
"22280","399","3","221000349","경춘선","갈매"
"0","435","4","221000231","경춘선","갈매"
"22220","445","4","221000232","경춘선","갈매"
"22270","470","4","221000339","경춘선","갈매"
"0","478","4","221000153","경춘선","갈매"
"0","506","5","221000126","경춘선","갈매"
"39011","527","5","221000331","경춘선","갈매"
"39009","555","5","221000124","경춘선","갈매"
"39002","570","5","221000155","경춘선","갈매"
"22267","595","5","221000336","경춘선","갈매"
"22264","638","6","221000333","경춘선","갈매"
"0","151","1","166000622","인천1호선","갈산"
"0","171","1","166000644","인천1호선","갈산"
"0","210","2","166000647","인천1호선","갈산"
"0","301","3","166000604","인천1호선","갈산"
"0","311","3","166000624","인천1호선","갈산"
"0","338","3","166000623","인천1호선","갈산"
"20135","417","4","167000640","인천1호선","갈산"
"41641","447","4","167000641","인천1호선","갈산"
"22348","35","1","121000271","2호선","강남"
"22859","36","1","121900198","2호선","강남"
"22652","78","1","121000541","2호선","강남"
"22339","111","1","121000262","2호선","강남"
"22009","132","1","121000009","2호선","강남"
"22941","140","1","122000732","2호선","강남"
"23287","141","1","122000184","2호선","강남"
"22167","143","1","121000091","2호선","강남"
"22532","145","1","121900088","2호선","강남"
"22997","153","1","121000921","2호선","강남"
"22653","177","1","121000974","2호선","강남"
"0","179","1","277102911","2호선","강남"
"23284","239","2","122000181","2호선","강남"
"22010","262","2","121000010","2호선","강남"
"22885","264","2","121900129","2호선","강남"
"22600","281","2","121000937","2호선","강남"
"22654","292","2","121000973","2호선","강남"
"78422","310","3","277101696","2호선","강남"
"22850","318","3","121900203","2호선","강남"
"23285","318","3","122000182","2호선","강남"
"23572","331","3","122900101","2호선","강남"
"78262","332","3","277102187","2호선","강남"
"22173","339","3","121000097","2호선","강남"
"22115","344","3","121000039","2호선","강남"
"22845","349","3","121900207","2호선","강남"
"23900","353","3","122000726","2호선","강남"
"22166","354","3","121000090","2호선","강남"
"23617","356","3","122000614","2호선","강남"
"22114","363","3","121000038","2호선","강남"
"22165","388","3","121000089","2호선","강남"
"0","391","3","277103680","2호선","강남"
"22869","413","4","121900192","2호선","강남"
"22012","424","4","121000012","2호선","강남"
"22131","425","4","121000055","2호선","강남"
"23641","446","4","122000616","2호선","강남"
"78375","450","4","277101612","2호선","강남"
"22168","471","4","121000092","2호선","강남"
"22406","472","4","121000944","2호선","강남"
"22117","473","4","121000041","2호선","강남"
"22866","479","4","121900239","2호선","강남"
"22407","499","4","121000945","2호선","강남"
"22408","529","5","121000947","2호선","강남"
"22554","531","5","121900102","2호선","강남"
"78260","592","5","277102178","2호선","강남"
"22348","35","1","121000271","신분당선","강남"
"22859","36","1","121900198","신분당선","강남"
"22652","78","1","121000541","신분당선","강남"
"22339","111","1","121000262","신분당선","강남"
"22009","132","1","121000009","신분당선","강남"
"22941","140","1","122000732","신분당선","강남"
"23287","141","1","122000184","신분당선","강남"
"22167","143","1","121000091","신분당선","강남"
"22532","145","1","121900088","신분당선","강남"
"22997","153","1","121000921","신분당선","강남"
"22653","177","1","121000974","신분당선","강남"
"0","179","1","277102911","신분당선","강남"
"23284","240","2","122000181","신분당선","강남"
"22010","262","2","121000010","신분당선","강남"
"22885","264","2","121900129","신분당선","강남"
"22600","281","2","121000937","신분당선","강남"
"22654","291","2","121000973","신분당선","강남"
"78422","310","3","277101696","신분당선","강남"
"22850","318","3","121900203","신분당선","강남"
"23285","318","3","122000182","신분당선","강남"
"23572","331","3","122900101","신분당선","강남"
"78262","332","3","277102187","신분당선","강남"
"22173","339","3","121000097","신분당선","강남"
"22115","343","3","121000039","신분당선","강남"
"22845","349","3","121900207","신분당선","강남"
"23900","353","3","122000726","신분당선","강남"
"22166","354","3","121000090","신분당선","강남"
"23617","355","3","122000614","신분당선","강남"
"22114","363","3","121000038","신분당선","강남"
"22165","389","3","121000089","신분당선","강남"
"0","391","3","277103680","신분당선","강남"
"22869","413","4","121900192","신분당선","강남"
"22012","424","4","121000012","신분당선","강남"
"22131","425","4","121000055","신분당선","강남"
"23641","446","4","122000616","신분당선","강남"
"78375","450","4","277101612","신분당선","강남"
"22168","471","4","121000092","신분당선","강남"
"22406","472","4","121000944","신분당선","강남"
"22117","473","4","121000041","신분당선","강남"
"22866","479","4","121900239","신분당선","강남"
"22407","499","4","121000945","신분당선","강남"
"22408","529","5","121000947","신분당선","강남"
"22554","531","5","121900102","신분당선","강남"
"78260","591","5","277102178","신분당선","강남"
"23135","96","1","122000035","7호선","강남구청"
"23128","100","1","122000028","7호선","강남구청"
"23178","128","1","122000076","7호선","강남구청"
"23205","128","1","122000102","7호선","강남구청"
"23127","153","1","122000027","7호선","강남구청"
"23177","154","1","122000075","7호선","강남구청"
"23290","196","1","122000666","7호선","강남구청"
"23200","211","2","122000665","7호선","강남구청"
"23134","450","4","122000034","7호선","강남구청"
"23129","476","4","122000029","7호선","강남구청"
"23136","479","4","122000036","7호선","강남구청"
"23507","488","4","122000384","7호선","강남구청"
"23130","489","4","122000030","7호선","강남구청"
"23432","496","4","122000325","7호선","강남구청"
"23216","509","5","122000113","7호선","강남구청"
"23140","582","5","122000040","7호선","강남구청"
"07058","27","1","206000040","수인분당선","오리"
"07057","41","1","206000215","수인분당선","오리"
"78364","50","1","277102470","수인분당선","오리"
"47162","194","1","206000170","수인분당선","오리"
"78410","275","2","277102558","수인분당선","오리"
"47167","293","2","206000405","수인분당선","오리"
"0","307","3","206000231","수인분당선","오리"
"47626","311","3","206000241","수인분당선","오리"
"47625","317","3","206000251","수인분당선","오리"
"47172","364","3","206000335","수인분당선","오리"
"07476","378","3","206000498","수인분당선","오리"
"59625","460","4","206000125","수인분당선","오리"
"07055","464","4","206000216","수인분당선","오리"
"47168","514","5","206000171","수인분당선","오리"
"0","60","1","228000694","용인경전철","강남대"
"0","122","1","228000684","용인경전철","강남대"
"0","377","3","228000685","용인경전철","강남대"
"0","537","5","228000693","용인경전철","강남대"
"25012","25","1","124000366","5호선","강동"
"25125","31","1","124000025","5호선","강동"
"25011","43","1","124000357","5호선","강동"
"25126","120","1","124000026","5호선","강동"
"25227","231","2","124000118","5호선","강동"
"25226","251","2","124000117","5호선","강동"
"25225","322","3","124000116","5호선","강동"
"25224","349","3","124000115","5호선","강동"
"25314","368","3","124000197","5호선","강동"
"25010","371","3","124000365","5호선","강동"
"25315","405","4","124000198","5호선","강동"
"25013","421","4","124000453","5호선","강동"
"25009","431","4","124000358","5호선","강동"
"25128","457","4","124000028","5호선","강동"
"25124","475","4","124000024","5호선","강동"
"25127","483","4","124000027","5호선","강동"
"25570","490","4","124900085","5호선","강동"
"25123","506","5","124000023","5호선","강동"
"25999","648","6","124000330","5호선","강동"
"25579","659","6","124900088","5호선","강동"
"24109","97","1","123000023","8호선","강동구청"
"25313","163","1","124000196","8호선","강동구청"
"25617","173","1","124000233","8호선","강동구청"
"25164","182","1","124000064","8호선","강동구청"
"25282","199","1","124000170","8호선","강동구청"
"24468","206","2","123000376","8호선","강동구청"
"25281","209","2","124000169","8호선","강동구청"
"24393","214","2","123000302","8호선","강동구청"
"25217","299","2","124000108","8호선","강동구청"
"25550","304","3","124900005","8호선","강동구청"
"25216","315","3","124000107","8호선","강동구청"
"25540","316","3","124900095","8호선","강동구청"
"25370","401","4","124000422","8호선","강동구청"
"24406","415","4","123000315","8호선","강동구청"
"24102","442","4","123000018","8호선","강동구청"
"24232","442","4","123000143","8호선","강동구청"
"25997","457","4","124000332","8호선","강동구청"
"24501","469","4","123900005","8호선","강동구청"
"24110","476","4","123000024","8호선","강동구청"
"24504","480","4","123900003","8호선","강동구청"
"25214","493","4","124000105","8호선","강동구청"
"25538","497","4","124900090","8호선","강동구청"
"24119","501","5","123000031","8호선","강동구청"
"25284","502","5","124000172","8호선","강동구청"
"25283","507","5","124000171","8호선","강동구청"
"25552","514","5","124900091","8호선","강동구청"
"24121","594","5","123000033","8호선","강동구청"
"24502","596","5","123900006","8호선","강동구청"
"0","491","4","218000123","경의중앙선","강매"
"0","524","5","218000121","경의중앙선","강매"
"0","577","5","218000321","경의중앙선","강매"
"78647","109","1","104000289","2호선","강변"
"05582","145","1","104900097","2호선","강변"
"05999","155","1","104900129","2호선","강변"
"05266","159","1","104000280","2호선","강변"
"05161","165","1","104000183","2호선","강변"
"05543","168","1","104900038","2호선","강변"
"78646","197","1","104000288","2호선","강변"
"05162","203","2","104000279","2호선","강변"
"05267","223","2","104000069","2호선","강변"
"05579","230","2","104900099","2호선","강변"
"05585","235","2","104900103","2호선","강변"
"78080","243","2","277101942","2호선","강변"
"05721","268","2","104900077","2호선","강변"
"78074","322","3","277101909","2호선","강변"
"05163","384","3","104000070","2호선","강변"
"05724","388","3","104900075","2호선","강변"
"78424","419","4","277101720","2호선","강변"
"05272","481","4","104000302","2호선","강변"
"05588","509","5","104900107","2호선","강변"
"05576","510","5","104900106","2호선","강변"
"05158","513","5","104000065","2호선","강변"
"0","529","5","277103309","2호선","강변"
"0","534","5","277103310","2호선","강변"
"05273","545","5","104000303","2호선","강변"
"78400","556","5","277101638","2호선","강변"
"05550","609","6","104900100","2호선","강변"
"05718","622","6","104900079","2호선","강변"
"25342","29","1","124000368","5호선","강일"
"25758","49","1","124900060","5호선","강일"
"25343","66","1","124000367","5호선","강일"
"25347","92","1","124000407","5호선","강일"
"25344","112","1","124000402","5호선","강일"
"25381","233","2","124000461","5호선","강일"
"25108","247","2","124000008","5호선","강일"
"25107","283","2","124000007","5호선","강일"
"25105","322","3","124000005","5호선","강일"
"25106","367","3","124000006","5호선","강일"
"25345","396","3","124000403","5호선","강일"
"25131","421","4","124000031","5호선","강일"
"25346","426","4","124000404","5호선","강일"
"25109","478","4","124000009","5호선","강일"
"25110","478","4","124000010","5호선","강일"
"25740","486","4","124900054","5호선","강일"
"25523","499","4","124900017","5호선","강일"
"25382","505","5","124000467","5호선","강일"
"25103","513","5","124000003","5호선","강일"
"25104","520","5","124000004","5호선","강일"
"25526","522","5","124900072","5호선","강일"
"25328","533","5","124000341","5호선","강일"
"25384","664","6","124000466","5호선","강일"
"24348","42","1","123000257","5호선","개롱"
"24251","99","1","123000161","5호선","개롱"
"24250","212","2","123000160","5호선","개롱"
"24267","239","2","123000177","5호선","개롱"
"24266","255","2","123000176","5호선","개롱"
"24459","266","2","123000367","5호선","개롱"
"24349","271","2","123000258","5호선","개롱"
"24357","317","3","123000266","5호선","개롱"
"24347","319","3","123000256","5호선","개롱"
"24346","335","3","123000255","5호선","개롱"
"24252","351","3","123000162","5호선","개롱"
"24355","405","4","123000264","5호선","개롱"
"24356","418","4","123000265","5호선","개롱"
"24350","468","4","123000259","5호선","개롱"
"24432","492","4","123000340","5호선","개롱"
"24345","545","5","123000254","5호선","개롱"
"24358","615","6","123000267","5호선","개롱"
"17972","42","1","116900240","1호선","개봉"
"17478","48","1","116900107","1호선","개봉"
"17479","49","1","116900097","1호선","개봉"
"17971","64","1","116900239","1호선","개봉"
"17504","108","1","116900281","1호선","개봉"
"17234","178","1","116000143","1호선","개봉"
"17243","192","1","116000609","1호선","개봉"
"17233","209","2","116000142","1호선","개봉"
"0","259","2","277101648","1호선","개봉"
"17246","268","2","116000612","1호선","개봉"
"17642","271","2","116000246","1호선","개봉"
"17164","291","2","116000078","1호선","개봉"
"17166","292","2","116000080","1호선","개봉"
"17009","297","2","116000009","1호선","개봉"
"17741","358","3","116900194","1호선","개봉"
"17591","360","3","116900018","1호선","개봉"
"17010","371","3","116000010","1호선","개봉"
"17484","380","3","116900238","1호선","개봉"
"17011","395","3","116000011","1호선","개봉"
"17012","405","4","116000012","1호선","개봉"
"17917","410","4","116900154","1호선","개봉"
"17497","418","4","116900090","1호선","개봉"
"17486","431","4","116900099","1호선","개봉"
"17912","441","4","116900158","1호선","개봉"
"17493","455","4","116900104","1호선","개봉"
"17580","457","4","116900027","1호선","개봉"
"17209","469","4","116000119","1호선","개봉"
"17922","471","4","116900149","1호선","개봉"
"17621","476","4","116900292","1호선","개봉"
"17210","479","4","116000120","1호선","개봉"
"17512","481","4","116900078","1호선","개봉"
"17506","527","5","116900083","1호선","개봉"
"17622","639","6","116900287","1호선","개봉"
"0","66","1","206000095","수인분당선","미금"
"0","96","1","206000087","수인분당선","미금"
"0","142","1","206000272","수인분당선","미금"
"0","153","1","206000267","수인분당선","미금"
"07043","184","1","206000228","수인분당선","미금"
"07045","185","1","206000222","수인분당선","미금"
"0","263","2","206000479","수인분당선","미금"
"0","296","2","206000088","수인분당선","미금"
"07054","296","2","206000094","수인분당선","미금"
"0","458","4","277102793","수인분당선","미금"
"0","469","4","206000086","수인분당선","미금"
"16434","34","1","115000320","9호선","개화"
"16435","45","1","115000321","9호선","개화"
"16170","144","1","115000073","9호선","개화"
"16169","194","1","115000072","9호선","개화"
"16172","356","3","115000075","9호선","개화"
"16171","432","4","115000074","9호선","개화"
"16913","441","4","115000338","9호선","개화"
"16168","527","5","115000071","9호선","개화"
"16167","545","5","115000070","9호선","개화"
"16287","22","1","115000190","5호선","개화산"
"16288","101","1","115000191","5호선","개화산"
"16166","245","2","115000069","5호선","개화산"
"16286","336","3","115000189","5호선","개화산"
"16285","381","3","115000188","5호선","개화산"
"16127","447","4","115000031","5호선","개화산"
"16167","456","4","115000070","5호선","개화산"
"16376","468","4","115000270","5호선","개화산"
"16126","470","4","115000030","5호선","개화산"
"16168","475","4","115000071","5호선","개화산"
"16373","484","4","115000267","5호선","개화산"
"16125","523","5","115000029","5호선","개화산"
"16129","531","5","115000033","5호선","개화산"
"16433","536","5","115000319","5호선","개화산"
"16540","540","5","115900246","5호선","개화산"
"16634","544","5","115900268","5호선","개화산"
"16128","556","5","115000032","5호선","개화산"
"24403","96","1","123000312","5호선","거여"
"24270","132","1","123000180","5호선","거여"
"24271","138","1","123000181","5호선","거여"
"24404","147","1","123000313","5호선","거여"
"24284","153","1","123000194","5호선","거여"
"24273","159","1","123000183","5호선","거여"
"24277","179","1","123000187","5호선","거여"
"24276","220","2","123000186","5호선","거여"
"24272","263","2","123000182","5호선","거여"
"24275","300","3","123000185","5호선","거여"
"24278","465","4","123000188","5호선","거여"
